index,hand,age,ace,df,svpt,svGms,bpSaved,bpFaced,rank,result,1stIn(%),1stWon(%),2ndWon(%)
468,1,24.3,0,1,52,8,4,7,39,0,62,62,42
469,1,23.4,13,2,41,9,0,0,55,1,71,93,90
470,0,25,0,5,108,16,8,12,4,1,78,65,58
471,0,30.3,5,1,47,9,0,0,12,1,55,88,65
472,0,24.6,3,0,65,9,2,2,34,0,58,74,59
473,0,25.6,1,1,64,11,1,5,74,0,67,65,50
474,0,25.4,4,0,94,16,5,7,1,1,61,79,54
475,0,22,0,2,62,10,5,8,73,1,68,74,33
476,0,24.7,10,2,65,11,0,1,119,1,69,80,61
477,0,22.7,0,5,101,15,7,12,93,1,66,63,52
478,0,28.9,6,2,74,11,3,5,137,1,58,81,55
479,0,28.3,8,1,106,17,7,11,28,1,75,66,52
480,0,21.3,4,3,64,8,3,6,109,0,56,64,44
481,0,25.6,2,2,85,16,2,3,72,1,75,83,68
482,0,22.8,2,4,69,10,6,11,47,0,61,50,52
483,0,30.8,4,2,53,9,1,2,29,1,58,81,70
484,0,26.6,3,5,85,15,0,4,51,1,58,73,58
485,0,22,3,1,58,10,1,4,28,0,59,68,48
486,1,24.7,13,3,110,16,10,14,41,0,65,64,54
487,1,31.1,3,3,96,15,5,10,38,0,71,63,48
488,0,25,7,6,80,12,0,5,61,0,55,68,37
489,0,20.3,11,4,123,19,8,13,10,0,62,68,49
490,1,22,4,3,96,12,10,15,489,0,57,60,47
491,1,27.3,11,9,97,16,2,3,9,0,66,88,46
492,0,24.7,5,3,49,8,5,5,72,1,51,84,71
493,0,28.8,8,4,67,13,0,2,78,0,57,84,60
494,1,24.1,2,0,63,10,5,7,36,0,56,74,50
495,0,22.5,4,4,123,20,8,17,248,0,59,57,47
496,0,23.3,6,5,76,13,2,4,128,0,54,80,60
497,0,27.9,8,0,98,17,5,7,15,0,56,78,60
498,0,29.8,2,1,61,10,0,3,64,0,66,62,50
499,1,29.1,2,1,133,22,3,6,26,1,74,73,67
500,0,37.5,11,6,121,19,10,16,121,0,52,76,54
501,0,18.4,2,1,43,6,3,4,105,0,58,72,53
502,0,23.7,8,0,75,14,2,5,28,1,56,76,61
503,0,25.7,6,2,186,25,7,15,91,0,56,64,51
504,0,27.1,7,5,71,11,1,2,552,0,65,72,85
505,0,25.1,6,1,68,11,0,0,77,1,69,77,65
506,0,19,15,9,150,25,5,8,40,1,57,73,68
507,0,29.5,2,1,57,9,5,10,34,0,61,60,29
508,0,29.1,4,4,89,14,2,4,18,1,61,65,71
509,0,30.7,7,2,79,11,6,8,65,1,58,76,42
510,0,27.2,0,1,63,10,4,9,32,0,73,54,44
511,0,29.3,6,7,118,19,13,19,52,0,51,68,57
512,0,35.9,2,3,64,8,5,10,121,0,55,57,35
513,0,25.9,1,2,100,15,5,8,139,0,58,67,65
514,0,27.4,0,2,85,14,6,10,73,0,71,67,52
515,0,24,2,2,43,7,4,8,106,0,42,67,35
516,0,32,0,0,10,1,0,1,91,0,60,33,50
517,0,31.3,0,0,47,8,1,5,109,0,38,67,41
518,0,35.6,8,2,60,10,3,3,39,1,72,84,53
519,0,30.8,16,1,51,9,0,1,39,1,53,89,52
520,0,28.6,3,0,54,8,3,3,33,1,72,74,60
521,0,25.6,4,2,114,18,7,12,270,0,54,72,51
522,0,22.3,11,2,63,11,0,2,24,1,65,76,65
523,0,34.2,1,1,54,10,0,1,121,1,70,79,53
524,0,29,1,2,48,7,4,8,20,0,50,50,45
525,0,24.9,10,1,89,16,4,8,40,0,71,67,60
526,0,23.5,2,2,52,8,1,1,79,1,50,77,67
527,0,23.5,1,2,62,10,3,7,450,0,69,51,65
528,0,28.1,0,2,80,14,7,11,83,0,55,66,65
529,0,19.5,1,3,57,9,6,12,92,0,58,48,43
530,0,21.1,18,12,91,14,4,4,41,1,49,89,71
531,0,25.1,1,1,74,11,2,7,120,0,73,59,42
532,0,30.2,7,5,89,13,6,10,62,0,58,67,50
533,0,29,12,4,94,14,10,12,30,0,62,72,53
534,0,23.3,4,7,102,17,7,14,10,0,52,58,69
535,0,30.3,24,1,77,16,0,0,36,1,70,85,82
536,1,24.5,6,3,54,9,2,7,38,0,59,62,37
537,0,23.8,2,1,119,16,9,11,21,1,69,67,61
538,0,23.3,5,1,60,9,7,7,15,1,68,80,56
539,0,26.4,3,2,75,8,7,11,109,0,60,53,46
540,0,24.8,1,3,70,10,4,7,43,1,56,69,50
541,0,30.4,3,2,58,8,1,4,111,0,60,57,52
542,0,29.6,29,11,133,21,8,10,18,0,68,82,61
543,1,35.1,13,2,72,11,3,3,30,1,58,83,64
544,0,22.3,3,0,52,9,1,2,138,1,56,66,74
545,0,24.1,5,3,71,13,3,9,64,0,68,65,40
546,0,28.5,3,2,58,9,6,9,194,0,74,60,54
547,0,29.2,10,3,85,12,5,6,15,1,60,84,48
548,0,25.8,7,3,99,16,8,12,9,1,66,68,55
549,0,27.2,8,6,59,9,2,3,1,1,56,88,60
550,1,20.8,5,1,67,10,4,8,209,0,55,68,38
551,0,20.9,4,0,54,9,2,4,51,0,65,69,58
552,1,30.4,9,5,53,10,3,4,34,1,43,91,72
553,0,21.6,0,2,66,10,0,3,44,0,64,60,59
554,0,21.8,6,1,49,8,3,3,60,1,63,84,53
555,1,27.8,22,8,201,29,8,10,185,0,56,86,60
556,0,23.1,6,5,75,10,9,12,205,1,45,79,50
557,0,26.2,9,10,76,10,9,11,267,0,41,87,57
558,1,26,6,8,94,15,5,7,105,0,66,68,71
559,0,33.3,15,3,83,14,2,5,45,1,65,78,50
560,0,22.7,12,8,139,18,11,17,42,0,55,74,44
561,0,30.3,4,1,43,8,0,0,58,1,56,79,78
562,0,28.2,5,1,89,13,9,13,52,0,46,66,47
563,0,26.5,4,2,74,12,4,7,29,0,70,71,55
564,0,39.9,27,5,106,18,0,0,78,0,62,89,71
565,0,30.1,2,5,66,9,3,5,30,1,71,64,64
566,0,19.8,15,4,137,25,0,2,73,1,58,79,70
567,0,22,2,2,49,8,3,7,193,0,55,52,55
568,0,22.2,0,4,98,14,3,11,45,0,67,50,54
569,0,23,9,1,64,13,0,0,49,1,67,93,65
570,0,29.9,2,8,72,12,7,9,1,1,60,77,76
571,0,28.4,7,2,115,17,5,7,99,1,71,72,58
572,0,24.3,10,6,105,16,5,6,20,1,66,81,50
573,0,25.8,5,0,59,11,1,1,5,1,73,79,75
574,0,24.6,4,1,62,11,0,1,148,1,63,85,64
575,1,22.7,4,6,57,10,1,2,90,1,40,83,75
576,0,27.2,1,1,71,12,0,2,16,0,51,69,59
577,0,28.2,4,2,97,17,5,11,31,0,63,69,41
578,0,23.8,18,6,146,24,12,18,3,1,51,76,57
579,1,25.9,4,4,77,12,3,7,97,0,57,61,62
580,0,24.8,1,0,43,8,3,4,118,1,72,77,67
581,0,24.3,10,1,70,13,4,5,19,1,57,78,69
582,0,27.7,4,6,83,11,7,9,77,1,54,69,69
583,0,27.4,0,2,21,3,3,5,53,0,62,62,17
584,0,20.8,12,4,52,9,3,3,22,1,54,93,65
585,0,24.9,0,1,114,18,3,7,44,1,60,69,62
586,0,22.2,21,5,95,15,6,8,12,1,62,80,55
587,0,30.5,4,1,61,10,2,5,15,0,49,77,43
588,0,22.5,7,1,58,10,0,2,182,0,66,74,47
589,0,30.9,11,1,39,6,1,1,66,1,51,90,67
590,0,34.1,5,1,107,19,3,7,82,1,62,76,60
591,0,27.6,9,1,59,11,0,0,46,1,59,83,83
592,0,25.3,6,1,91,14,5,9,133,0,65,69,42
593,0,28.2,0,4,83,15,5,8,11,0,65,74,60
594,0,19.3,2,3,91,15,4,7,181,0,68,69,54
595,0,21.6,8,1,71,11,5,6,42,1,59,74,54
596,0,27.8,11,1,83,17,0,0,2,1,75,89,85
597,0,29.6,7,2,69,10,3,4,10,1,68,70,65
598,0,26.1,3,3,111,15,9,11,28,1,70,69,53
599,1,23,5,0,43,9,0,2,155,1,81,71,62
600,0,27.2,20,3,84,13,8,10,84,0,63,77,50
601,0,29.4,11,10,169,21,14,17,3,1,56,75,58
602,0,24.7,3,2,80,12,2,3,86,0,70,70,55
603,0,24.9,2,2,69,10,5,6,124,1,52,81,52
604,0,29.9,5,3,83,10,7,9,87,0,52,72,51
605,0,19.7,0,2,53,9,2,4,263,1,79,62,67
606,0,26.2,5,2,89,14,3,7,29,1,66,58,68
607,0,29.3,13,4,69,10,5,8,98,1,55,71,44
608,1,21.6,2,1,39,7,5,9,58,0,56,50,62
609,1,31.9,9,5,61,10,3,6,47,0,46,71,54
610,1,27.1,4,6,140,17,4,9,58,1,62,67,47
611,0,26.6,3,1,68,10,4,6,40,0,60,76,46
612,0,20.2,9,4,54,8,3,3,36,1,57,84,58
613,0,25.6,9,5,108,16,2,4,37,0,60,83,53
614,0,21.2,1,4,59,10,3,8,87,0,49,66,38
615,0,21.9,6,1,52,10,2,2,13,1,71,95,43
616,1,24.1,4,3,87,16,4,6,46,1,66,77,59
617,0,31.2,17,8,158,25,7,10,10,0,53,86,53
618,0,27.6,16,3,109,14,6,9,4,0,61,76,41
619,0,30.1,1,0,40,8,0,1,60,1,65,73,64
620,0,28.3,4,6,90,12,5,10,103,0,66,58,56
621,0,29.4,9,1,55,8,5,8,15,0,62,62,45
622,0,30.6,1,1,44,8,1,7,74,0,52,48,30
623,0,26.3,14,3,107,15,5,6,61,1,71,66,64
624,0,22.9,2,2,58,9,0,3,107,0,55,69,50
625,0,26.6,14,6,109,16,4,7,75,1,61,70,64
626,0,26,6,1,83,14,4,7,10,0,54,80,54
627,0,28.8,10,7,142,22,5,11,67,0,49,72,52
628,0,26.6,2,3,46,9,1,1,85,1,67,94,67
629,0,26.4,6,2,82,10,4,8,172,0,61,60,43
630,0,22.1,3,1,67,10,3,4,58,1,51,71,66
631,0,21.4,19,5,135,22,8,15,174,0,58,81,38
632,0,29.8,5,4,78,10,3,7,53,1,49,74,42
633,1,27.6,5,0,65,12,2,4,96,1,74,69,82
634,0,22.7,4,3,76,13,5,5,52,1,63,73,84
635,0,27.4,3,1,41,8,0,0,1,1,59,83,75
636,0,25.9,2,1,59,10,4,5,43,1,56,82,60
637,0,24,3,0,56,11,0,0,55,1,61,79,82
638,0,23.7,1,1,87,10,8,11,69,0,56,55,62
639,0,26.1,22,2,81,12,4,4,7,0,72,79,62
640,1,23.9,4,4,80,12,4,7,54,0,66,64,57
641,0,24.8,13,1,70,11,2,4,1,1,67,77,50
642,0,25.1,6,2,68,11,7,8,5,1,72,78,53
643,0,28.5,9,3,73,12,3,9,434,0,58,67,29
644,0,27.7,2,0,104,17,6,10,158,0,67,66,62
645,0,21,5,1,89,11,10,12,88,1,40,72,52
646,0,29.9,25,2,115,18,3,3,24,1,65,81,71
647,0,21.8,8,2,107,16,2,7,37,0,58,63,49
648,0,28.8,4,5,102,15,7,13,31,0,50,59,52
649,0,23.4,3,3,129,20,7,10,282,1,57,66,65
650,0,22.8,10,7,160,22,10,16,83,0,64,61,56
651,1,25.5,4,1,83,13,4,9,8,0,59,55,52
652,0,25.8,1,3,59,10,2,5,191,0,51,63,58
653,1,29.7,7,2,44,9,0,0,68,1,73,91,70
654,0,26.5,1,3,47,8,2,5,118,0,64,70,43
655,0,28.2,8,1,47,8,2,2,75,1,64,80,69
656,0,20.3,8,12,115,12,9,13,454,0,50,61,61
657,0,27.6,6,2,42,8,1,1,82,1,67,93,67
658,0,31.4,2,1,144,24,7,13,51,0,67,61,65
659,0,27.8,29,10,95,14,4,8,168,0,56,74,50
660,0,29.8,2,0,29,5,0,0,69,1,72,86,38
661,0,23.7,1,2,64,8,5,9,467,0,64,49,57
662,0,31.7,0,3,118,19,5,10,3,1,69,69,53
663,0,26.3,1,3,49,7,4,6,163,1,65,59,64
664,0,29.4,6,1,43,8,1,1,6,1,70,77,83
665,0,29.4,7,7,71,11,2,5,39,0,51,75,57
666,0,22.1,14,2,64,11,1,1,13,1,67,91,58
667,0,30,2,2,105,14,4,11,179,0,55,55,44
668,1,31.9,15,3,77,16,1,3,35,1,60,85,75
669,1,34,22,1,65,12,0,0,28,1,75,94,80
670,0,27.4,3,2,99,15,4,7,98,0,60,64,63
671,0,25.6,9,1,76,13,6,9,33,0,61,70,55
672,1,23.7,3,1,60,9,8,9,100,1,67,68,63
673,0,27,3,1,84,15,1,3,69,1,67,75,59
674,0,21.8,9,2,61,10,3,5,24,0,66,78,47
675,0,27.2,4,0,80,14,1,5,35,0,55,59,58
676,0,26,4,0,95,14,7,10,18,1,68,65,53
677,0,23.8,1,1,71,10,4,8,54,0,52,65,45
678,0,26.6,25,4,152,22,9,14,133,1,61,77,44
679,0,26.1,10,2,63,9,2,3,68,1,60,79,48
680,0,27.3,5,2,99,16,5,6,10,1,68,66,83
681,0,27.9,6,4,83,10,6,9,25,0,57,68,50
682,1,28.3,12,4,102,17,2,3,30,1,56,79,63
683,0,31.3,16,4,105,18,2,2,21,0,61,88,70
684,0,20.3,5,2,66,10,4,11,6,0,59,46,36
685,0,19.3,17,7,104,15,6,8,171,1,56,76,51
686,0,23.9,3,7,87,9,7,12,65,0,56,67,35
687,0,29.3,5,1,107,15,7,11,79,0,72,62,48
688,0,24.2,4,4,69,13,1,5,67,0,52,67,55
689,0,21,6,4,82,14,6,8,174,1,52,70,71
690,0,27.9,1,1,68,11,1,4,97,0,63,63,67
691,0,34.7,11,1,88,13,9,11,196,0,66,76,48
692,0,27.5,2,2,54,9,1,3,9,0,57,71,52
693,0,33.3,3,3,71,12,6,12,13,0,52,68,42
694,0,29.4,4,3,89,11,5,9,49,0,64,53,62
695,0,26.4,12,1,91,16,0,0,11,1,53,90,62
696,0,28.6,0,2,64,10,3,6,643,0,75,62,50
697,0,21.4,0,2,77,9,4,8,58,0,68,56,43
698,0,25.6,2,2,99,14,8,14,88,0,62,51,56
699,0,24.7,3,9,54,9,0,3,66,0,46,80,55
700,0,21.9,4,1,63,10,1,4,76,0,63,68,45
701,0,24,3,7,109,17,5,11,44,0,58,62,67
702,0,30.8,6,0,58,9,5,6,824,1,47,78,55
703,0,20.8,4,6,66,9,4,9,100,0,48,62,46
704,1,30.7,3,0,56,10,2,2,7,1,71,82,62
705,0,22.8,3,1,70,10,2,5,87,0,60,64,44
706,0,24.9,2,3,60,10,3,3,87,1,58,77,73
707,0,29.2,35,5,163,28,3,5,21,0,63,80,67
708,0,29.8,8,4,97,15,6,9,39,1,60,74,54
709,0,20.2,13,15,179,26,9,17,32,1,54,71,50
710,0,21.2,2,3,60,9,2,2,58,1,78,77,50
711,0,20.7,6,3,83,11,9,12,65,0,39,75,52
712,0,33.2,1,0,61,10,1,4,69,0,67,68,45
713,0,26.5,19,6,94,15,2,3,23,0,74,86,56
714,0,23.1,8,2,62,10,2,2,148,1,69,86,53
715,0,31,5,5,147,23,6,9,7,1,65,74,55
716,0,28.2,18,3,93,16,4,6,8,0,62,86,50
717,0,30.1,9,4,72,13,3,5,24,1,61,75,62
718,0,19.1,2,3,74,11,5,8,69,0,42,68,52
719,1,27,5,2,52,8,1,4,39,0,48,72,44
720,1,27.9,5,5,108,19,1,2,43,1,63,81,63
721,0,24.2,0,14,41,7,1,6,9,0,46,68,38
722,1,20.4,2,5,39,7,0,5,37,0,54,52,31
723,0,28.7,1,1,85,15,6,11,100,0,62,62,68
724,0,33,7,2,139,25,7,15,19,0,56,71,51
725,0,27,4,2,73,11,4,7,13,0,52,66,52
726,0,28,14,3,89,15,2,5,108,0,53,79,54
727,0,25.4,1,4,49,9,0,1,46,1,59,83,62
728,1,19.4,3,2,75,14,0,1,34,1,56,83,74
729,0,21.8,13,3,76,12,2,2,9,1,74,80,76
730,0,28.1,16,8,102,14,2,4,6,0,53,81,55
731,0,24.6,3,3,61,9,7,10,84,0,62,68,40
732,0,27.8,6,3,60,10,1,3,77,1,45,78,60
733,0,26.6,1,3,50,8,5,6,152,1,52,85,57
734,0,34.6,4,3,46,9,2,6,69,0,61,61,47
735,0,22.6,2,1,43,7,3,3,5,1,56,88,61
736,0,29.8,3,1,91,13,4,8,34,0,58,64,54
737,1,23,3,0,74,12,7,9,95,0,72,70,52
738,0,21.7,1,7,73,13,2,9,131,0,58,45,71
739,1,25,3,4,78,14,2,6,105,1,51,78,50
740,0,31,5,1,70,11,5,6,25,1,60,81,74
741,0,21.2,4,4,57,9,2,6,17,0,70,50,77
742,0,29.7,2,6,65,9,5,9,105,0,54,63,54
743,0,22.2,9,5,105,17,5,7,113,1,60,76,65
744,0,28.1,3,0,70,9,8,10,70,0,64,67,44
745,0,22.8,9,1,62,10,1,1,21,1,60,81,58
746,0,28.8,1,1,55,9,5,9,46,0,49,63,48
747,0,24,8,4,77,11,0,0,55,1,58,82,57
748,0,24.7,1,1,63,9,7,11,71,0,60,66,33
749,0,33,3,3,89,12,7,11,58,1,64,60,55
750,0,22.7,7,4,95,13,10,13,47,0,67,72,48
751,0,25.6,3,2,80,11,1,4,171,1,71,75,38
752,0,29.8,0,6,92,11,13,20,58,0,57,42,56
753,0,23.2,2,1,47,8,0,3,120,0,70,64,46
754,0,24.8,3,6,71,10,3,6,27,0,63,64,60
755,0,30.4,8,0,107,14,6,8,90,1,71,68,52
756,0,21,6,9,123,16,12,14,419,0,72,74,46
757,0,25.1,11,2,46,9,0,0,25,1,57,92,67
758,1,30.9,14,5,79,14,0,2,37,1,57,78,62
759,0,23.8,13,12,106,17,1,2,362,1,48,80,74
760,0,31.9,2,7,77,11,2,4,62,1,44,76,67
761,0,26.4,7,1,91,11,7,7,37,1,68,66,68
762,0,27.9,1,4,122,17,5,8,156,0,52,75,47
763,0,25.7,4,8,97,13,11,14,33,1,66,66,76
764,0,27.5,7,6,80,14,2,4,42,1,56,78,66
765,0,24.1,5,3,50,9,3,4,21,1,60,87,71
766,0,20.9,2,6,56,9,2,3,136,1,55,81,58
767,0,28.9,4,4,131,23,4,11,38,0,63,65,62
768,0,19.4,4,4,66,9,5,8,748,0,53,57,59
769,0,27.5,4,3,87,13,9,14,17,0,60,62,47
770,1,24.6,2,3,86,13,10,17,81,0,58,56,39
771,0,26.9,11,1,56,9,0,0,14,1,66,78,56
772,0,26.7,5,3,65,11,0,1,27,0,62,72,73
773,0,23.6,20,14,131,21,8,13,87,1,61,76,59
774,1,20.7,3,0,53,8,2,2,2,1,68,72,59
775,0,28.6,7,1,108,14,8,12,7,0,68,63,50
776,0,25.1,4,0,51,9,2,3,17,1,65,79,61
777,0,26.1,1,1,89,13,2,9,26,0,73,52,57
778,1,32.9,5,2,68,12,4,4,2,1,69,83,68
779,1,29.3,0,4,67,10,7,9,60,1,48,75,58
780,1,25.1,4,5,106,16,6,10,70,0,58,68,56
781,1,30.6,2,3,70,10,9,12,17,0,53,65,50
782,0,27.3,4,5,85,14,1,2,53,1,49,83,71
783,0,28.5,5,3,99,16,3,9,104,0,72,69,36
784,0,21.3,4,2,63,10,1,3,65,0,68,65,61
785,0,32.2,6,7,115,16,12,17,39,1,65,71,52
786,0,37.2,13,5,78,13,2,5,22,0,64,76,52
787,0,23.6,8,2,62,11,0,0,7,1,65,82,70
788,0,26.5,6,4,93,14,7,13,5,0,49,61,49
789,0,28.9,4,3,62,8,6,10,122,0,63,59,40
790,0,29.9,4,5,112,17,11,15,155,0,62,70,59
791,0,23.8,1,2,86,9,9,9,11,1,60,63,62
792,0,29.2,5,4,72,9,3,6,104,0,62,62,52
793,1,29.8,8,0,75,12,3,5,110,0,63,74,54
794,0,24.6,31,20,185,29,9,9,70,1,59,82,84
795,0,19.8,18,5,109,18,2,3,35,0,60,80,69
796,0,30.7,6,1,81,12,7,12,71,0,57,59,50
797,0,21.2,3,3,59,10,2,4,130,0,59,74,62
798,0,27.1,6,2,71,13,1,4,34,1,59,69,67
799,0,24.6,4,0,93,15,0,2,36,0,63,64,74
800,0,25.4,1,7,73,9,8,12,74,0,71,60,57
801,0,31.2,9,8,131,18,2,4,36,1,51,88,50
802,0,23.8,6,4,84,11,13,16,121,0,51,74,46
803,0,20,6,1,80,12,8,9,98,1,68,72,56
804,0,25.2,6,3,70,9,4,9,4,0,63,59,30
805,0,22.4,9,1,60,10,4,6,44,0,62,73,59
806,0,24.1,15,0,73,12,1,1,6,0,70,86,59
807,0,25.3,14,3,51,9,0,0,19,1,67,82,71
808,0,24.7,4,2,119,18,7,11,111,0,64,63,68
809,0,21.1,0,0,15,2,0,2,5,0,87,38,0
810,0,26,0,4,92,15,2,5,5,1,64,73,55
811,0,20.3,1,0,65,11,2,3,24,1,54,63,77
812,0,24.1,18,8,240,36,13,20,96,0,64,71,54
813,0,31.3,5,3,148,25,7,11,133,1,70,77,51
814,1,25.3,3,0,52,8,3,3,2,1,85,68,62
815,0,22.4,5,5,87,12,5,8,88,1,55,73,44
816,0,34.9,2,4,121,17,6,8,71,0,61,77,42
817,0,26.7,7,6,88,13,5,7,34,1,48,76,52
818,0,30.2,11,6,109,19,7,12,38,0,62,79,46
819,0,21.5,5,4,79,10,7,9,19,1,52,66,62
820,1,20.5,2,2,11,2,0,1,28,1,55,83,33
821,0,23.7,7,2,61,9,3,5,25,1,72,68,40
822,0,20.6,10,1,55,10,0,0,42,1,64,83,63
823,1,30.3,4,3,75,11,3,6,95,0,65,67,52
824,0,35.1,5,8,177,23,8,16,101,0,62,62,50
825,0,26.7,1,1,46,8,1,7,150,0,48,36,39
826,0,24.7,6,4,132,18,6,15,98,0,58,55,48
827,0,27.6,7,8,109,15,2,5,103,0,46,76,55
828,0,24.7,7,6,88,15,2,3,80,1,61,83,61
829,0,24.8,3,4,84,10,6,10,55,0,60,56,47
830,0,29,19,6,74,14,3,3,35,1,53,92,76
831,0,31.2,7,4,75,14,2,6,32,1,41,87,52
832,1,28.4,9,10,178,27,10,14,132,1,67,72,57
833,0,22.5,0,1,56,10,3,7,65,0,75,60,46
834,0,23.5,4,3,158,25,9,13,118,0,74,73,58
835,0,31.3,3,2,98,16,6,10,47,0,78,64,65
836,0,22.6,0,3,63,7,2,7,47,0,71,49,47
837,0,29,1,1,63,11,3,5,135,1,56,60,78
838,0,27.1,3,0,50,9,2,5,12,0,86,63,29
839,0,32,3,1,55,9,0,3,66,0,58,56,64
840,0,22.9,13,2,56,10,1,4,24,0,71,72,36
841,0,27.3,4,8,65,9,6,11,19,0,52,59,43
842,0,27,2,1,41,7,2,7,23,0,66,41,38
843,0,32.7,0,2,93,14,5,8,273,0,60,70,54
844,0,21.5,5,5,57,9,3,6,94,0,54,65,62
845,0,31.5,6,1,54,10,1,1,71,1,65,83,78
846,0,27.7,9,1,67,11,0,2,93,1,67,78,57
847,0,29.1,20,6,128,16,5,6,73,1,61,88,57
848,0,21,3,7,85,14,2,7,103,1,49,83,42
849,0,31.4,1,3,68,10,6,8,56,0,69,62,72
850,0,23.1,7,5,98,18,2,6,86,0,60,71,68
851,0,34.8,11,1,84,13,5,9,321,0,70,63,42
852,0,23.5,0,8,96,13,9,10,8,1,50,77,62
853,1,34.2,0,0,25,5,0,2,192,0,68,47,62
854,0,24.6,4,4,70,11,2,4,47,0,66,67,60
855,0,26.3,13,2,96,16,0,0,6,1,60,84,67
856,0,31.4,2,5,50,8,4,9,149,0,54,63,33
857,0,30,7,3,78,13,4,10,54,0,58,62,47
858,0,29.1,6,3,65,10,3,6,120,0,52,59,61
859,0,26.9,11,1,69,12,4,6,6,1,52,81,56
860,1,25.9,4,4,118,19,3,10,2,1,62,62,59
861,0,19.2,2,6,62,10,4,4,35,1,40,88,77
862,0,27.9,3,5,81,8,8,11,467,0,56,67,48
863,0,25.4,9,6,80,11,2,5,19,0,50,78,44
864,1,27.6,7,3,53,9,1,4,32,0,53,71,50
865,0,28.7,2,2,98,15,8,10,60,0,80,68,72
866,0,24.9,21,3,68,11,3,5,90,0,62,88,30
867,0,29.2,9,1,66,12,1,5,6,0,56,73,46
868,0,28,17,0,71,12,3,4,82,1,66,94,46
869,1,28.6,1,2,42,7,0,5,99,0,60,44,40
870,2,26.1,11,2,132,18,12,19,1644,0,56,54,57
871,0,27,2,2,65,8,6,10,133,0,60,56,42
872,0,23.8,12,10,60,9,4,5,3,1,55,82,71
873,0,27.9,3,3,56,10,0,0,76,1,55,84,68
874,0,30.7,0,1,62,9,2,4,5,1,66,68,60
875,0,29.5,10,1,83,14,4,4,71,1,64,85,59
876,0,23.1,1,7,55,9,2,6,70,0,51,57,75
877,0,24.3,15,3,107,16,4,7,19,1,60,77,52
878,0,29.7,1,0,53,10,1,1,47,1,81,81,80
879,0,28.4,2,2,57,9,4,7,120,0,63,64,58
880,0,22.4,2,2,59,9,3,7,52,0,39,57,50
881,0,21.7,11,5,102,18,4,6,31,0,65,83,61
882,0,24.3,19,8,129,20,10,13,203,1,64,80,61
883,0,27.9,15,3,88,15,3,4,142,1,67,85,54
884,0,23.4,3,1,84,13,4,8,111,0,63,60,57
885,0,19.4,8,7,140,22,12,15,22,0,61,78,53
886,0,39.9,37,3,110,18,0,0,81,0,81,90,50
887,1,27,1,3,63,10,4,8,100,0,60,58,55
888,0,22.5,1,0,63,9,3,4,53,1,67,69,52
889,0,31.1,1,6,88,12,8,13,101,0,59,63,47
890,0,23.6,3,2,74,11,5,9,64,0,42,52,61
891,0,26.2,5,4,100,15,6,9,11,0,47,74,55
892,0,26.2,1,6,80,13,4,9,185,0,56,58,66
893,0,19.7,7,1,65,8,10,11,13,1,71,65,56
894,1,27.4,2,3,46,8,1,6,15,0,67,48,42
895,0,21.1,5,4,78,11,3,5,41,1,56,70,63
896,0,30.8,1,1,84,13,4,7,53,0,69,66,48
897,0,22,5,3,69,10,6,9,88,0,55,66,54
898,0,20.3,9,0,57,10,0,1,85,1,67,76,58
899,0,29,14,1,54,10,1,1,5,1,63,88,58
900,0,24.9,17,2,86,15,2,2,5,1,77,88,56
901,0,33.2,8,1,80,12,0,2,32,0,61,78,50
902,0,26,1,3,109,17,6,12,44,0,65,63,49
903,1,28.1,37,2,131,21,5,7,92,1,76,78,66
904,0,24.1,8,2,68,11,2,2,16,1,65,86,68
905,0,30.2,12,3,69,13,0,2,92,1,58,88,50
906,0,26.3,5,0,89,11,5,6,36,1,65,69,55
907,0,29,1,1,59,10,3,6,64,0,68,60,67
908,1,33.1,7,1,67,11,0,2,2,1,58,79,63
909,0,28.4,0,2,61,10,1,3,69,0,49,73,59
910,0,30.5,7,3,99,14,8,13,122,0,52,67,44
911,0,22.3,1,2,66,9,10,14,57,0,45,63,53
912,0,28.7,2,2,55,9,1,1,43,1,76,86,27
913,0,24.4,10,2,63,10,4,5,7,1,65,71,65
914,0,33.9,4,1,52,9,1,1,100,1,54,82,65
915,1,32.9,2,1,18,3,0,1,42,1,50,67,62
916,0,25.4,17,3,74,12,7,8,95,1,59,82,56
917,0,27.3,1,5,59,9,5,8,183,0,75,61,50
918,0,25.2,0,7,81,13,7,13,75,0,54,55,67
919,0,20.9,1,8,105,16,5,11,58,1,62,63,50
920,0,27.7,5,1,59,10,4,4,15,1,51,83,68
921,1,30.1,5,6,101,15,5,7,2,1,42,76,62
922,0,25.1,2,1,59,9,5,6,64,1,64,66,70
923,0,33.2,1,3,49,10,0,2,66,0,57,82,67
924,0,27,1,0,77,14,1,3,41,1,58,82,53
925,1,29,9,3,130,20,7,11,10,0,72,69,50
926,0,24,8,1,48,9,0,0,20,1,44,90,69
927,1,27.4,3,6,68,10,4,7,75,0,72,71,46
928,0,24.5,14,2,85,15,0,3,38,1,56,79,51
929,0,33.1,0,4,56,9,1,4,101,0,54,63,55
930,1,22.9,4,3,57,9,3,3,59,1,63,83,56
931,1,28.5,8,3,95,13,4,7,141,0,63,65,56
932,1,31.4,2,4,94,15,7,10,40,0,70,68,62
933,0,27.1,11,1,107,16,3,3,5,0,60,78,64
934,0,21.7,2,2,55,9,3,3,9,1,53,76,75
935,2,23.2,3,2,52,9,2,6,182,0,56,59,57
