level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
78330,78330,Hamburg Masters,Clay,20080511,104527,23.1,103017,7-5 7-5,R32,1,1,89,61,33,18,12,7,11,0,69,54,67
78409,78409,Rome Masters,Clay,20080505,104527,23.1,104925,4-6 6-3 6-3,F,2,3,87,55,36,19,14,3,6,0,63,65,66
78515,78515,Canada Masters,Hard,20080721,104527,23.3,104918,6-2 0-6 6-4,R16,6,1,79,61,39,8,12,5,8,0,77,64,47
78692,78692,Barcelona,Clay,20080428,104527,23,103970,7-6(8) 6-3,SF,3,2,84,47,30,20,11,5,8,0,56,64,57
78861,78861,Doha,Hard,20071231,104527,22.7,104918,6-4 4-6 6-2,F,6,3,101,77,39,15,14,8,13,0,76,51,71
78926,78926,Dubai,Hard,20080303,104527,22.9,103401,6-4 6-4,R32,10,3,60,38,23,10,10,1,5,0,63,61,53
78973,78973,Marseille,Hard,20080211,104527,22.8,104918,3-6 7-6(5) 6-1,R16,6,1,102,58,35,17,15,4,11,0,57,60,40
79207,79207,Roland Garros,Clay,20080525,104527,23.1,103602,5-7 2-6 6-4 6-4 6-4,R32,9,1,153,102,76,27,25,10,14,0,67,75,54
79381,79381,Wimbledon,Grass,20080623,104527,23.2,103498,6-4 6-3 5-7 6-1,R16,8,8,114,63,40,21,19,6,13,0,55,63,49
79509,79509,US Open,Hard,20080825,104527,23.4,104918,6-1 6-3 6-3,R16,3,0,86,53,34,11,13,7,13,0,62,64,33
79668,79668,Australian Open,Hard,20080114,104527,22.7,102967,6-2 3-6 7-6(5) 2-1 RET,R64,9,3,109,59,44,21,17,3,8,0,54,75,45
79972,79972,Beijing Olympics,Hard,20080811,104527,23.3,103781,6-4 6-0,R32,2,2,47,32,16,7,8,2,6,0,68,50,54
80033,80033,Madrid Masters,Clay,20090510,104527,24.1,105223,4-6 6-4 6-4,R16,8,1,92,59,40,13,15,4,9,0,64,68,41
80259,80259,Gstaad,Clay,20090726,104527,24.3,105064,6-4 6-4,R16,5,3,51,26,22,14,10,1,3,0,51,85,64
80388,80388,Basel,Hard,20091102,104527,24.5,104925,3-6 7-6(5) 6-2,QF,13,1,96,61,44,19,15,6,9,0,64,72,56
80418,80418,Tokyo,Hard,20091005,104527,24.5,104792,2-6 6-3 6-4,QF,10,0,78,37,31,21,13,2,4,0,47,84,51
80586,80586,Paris Masters,Hard,20091108,104527,24.6,104095,6-3 6-4,R64,4,1,69,36,20,16,9,3,7,0,52,56,50
80805,80805,Miami Masters,Hard,20090325,104527,23.9,104745,7-6(2) 7-6(4),R16,7,2,103,58,44,21,12,11,12,0,56,76,49
80902,80902,Indian Wells Masters,Hard,20090312,104527,23.9,104925,7-6(7) 7-6(6),R16,8,0,89,51,40,19,12,6,8,0,57,78,50
80999,80999,Monte Carlo Masters,Clay,20090412,104527,24,104925,4-6 6-1 6-3,SF,1,3,97,60,36,16,13,9,14,0,62,60,47
81020,81020,Hamburg,Clay,20090719,104527,24.3,104198,6-2 6-4,R32,1,2,54,38,20,8,9,2,6,0,70,53,57
81091,81091,Rome Masters,Clay,20090427,104527,24,105223,6-2 6-7(5) 6-3,R16,4,3,101,66,41,18,14,10,14,0,65,62,56
81219,81219,Canada Masters,Hard,20090810,104527,24.3,103819,6-3 7-6(5),R16,11,2,77,46,32,15,10,6,8,0,60,70,52
81235,81235,Cincinnati Masters,Hard,20090816,104527,24.3,103970,7-5 6-2,R64,2,3,72,34,22,16,10,7,11,0,47,65,46
81389,81389,Barcelona,Clay,20090420,104527,24,103285,6-4 1-6 7-5,R16,5,0,96,74,47,9,15,5,9,0,77,64,41
81783,81783,Shanghai Masters,Hard,20091011,104527,24.5,103285,3-6 7-6(5) 4-2 RET,R16,8,7,97,52,40,18,14,6,9,0,54,77,47
81976,81976,Roland Garros,Clay,20090525,104527,24.1,103786,6-3 4-6 6-3 6-2,R32,7,3,113,58,38,30,18,4,9,0,51,66,58
82149,82149,Wimbledon,Grass,20090622,104527,24.2,104918,2-6 6-3 6-3 5-7 6-3,R16,17,3,162,104,67,29,23,6,11,0,64,64,53
82221,82221,US Open,Hard,20090831,104527,24.4,102839,4-6 3-6 7-6(6) 7-6(3) 6-3,R128,19,12,188,98,69,38,26,13,20,0,52,70,49
82458,82458,Australian Open,Hard,20090119,104527,23.8,104607,4-6 6-1 6-3 6-4,R32,9,2,133,68,45,31,18,15,20,0,51,66,49
82702,82702,Chennai,Hard,20090105,104527,23.7,104262,6-4 6-1,R32,3,3,53,25,16,12,8,5,9,0,47,64,48
83264,83264,Rotterdam,Hard,20210301,104527,35.9,111575,6-4 7-5,R32,4,4,71,37,30,15,11,3,5,0,52,81,50
83708,83708,Doha,Hard,20210308,104527,35.9,144750,7-6(3) 6-7(6) 7-5,R32,17,5,110,70,61,20,18,3,5,0,64,87,57
84510,84510,Australian Open,Hard,20210208,104527,35.8,105916,7-5 6-1 4-6 2-6 7-6(9),R64,9,2,170,99,64,38,24,11,17,0,58,65,55
91581,91581,Chennai,Hard,20100104,104527,24.7,105227,7-6(2) 7-6(3),F,5,0,88,52,32,22,12,6,8,0,59,62,61
91772,91772,Australian Open,Hard,20100118,104527,24.8,105227,4-6 6-4 6-3 6-3,R32,10,6,128,69,52,26,19,5,10,0,54,75,49
92319,92319,Miami Masters,Hard,20100324,104527,24.9,104022,1-6 7-6(5) 7-5,R32,6,3,97,57,43,20,16,1,4,0,59,75,54
92439,92439,Monte Carlo Masters,Clay,20100411,104527,25,104925,6-4 6-4,R16,4,1,66,39,23,14,10,6,10,0,59,59,54
92557,92557,Rome Masters,Clay,20100425,104527,25,104745,6-4 6-1,QF,2,1,43,25,18,9,8,3,6,0,58,72,53
92619,92619,Belgrade,Clay,20100503,104527,25,104545,7-5 7-5,SF,4,3,68,47,37,9,12,1,3,0,69,79,50
92688,92688,Madrid Masters,Clay,20100509,104527,25.1,103819,6-3 6-1,R16,3,1,64,44,21,8,8,6,11,0,69,48,42
92865,92865,Roland Garros,Clay,20100524,104527,25.1,103819,6-3 7-6(5) 6-2,R16,5,4,87,48,38,16,15,3,8,0,55,79,46
93034,93034,Wimbledon,Grass,20100621,104527,25.2,104797,6-7(5) 6-1 2-6 7-6(4) 6-3,R128,9,10,135,84,56,33,23,1,5,0,62,67,80
93421,93421,Washington,Hard,20100801,104527,25.3,103900,6-1 6-3,R32,5,2,52,30,19,7,8,3,7,0,58,63,35
93464,93464,Canada Masters,Hard,20100809,104527,25.3,104745,7-6(12) 6-3,R32,8,2,78,40,30,20,10,7,9,0,51,75,56
93520,93520,Cincinnati Masters,Hard,20100815,104527,25.3,103898,6-4 6-2,R32,4,3,48,25,17,12,9,4,7,0,52,68,60
93717,93717,US Open,Hard,20100830,104527,25.4,104022,3-6 7-6(7) 3-6 6-3 6-3,QF,16,5,164,89,69,32,25,8,15,0,54,78,46
93914,93914,Shanghai Masters,Hard,20101010,104527,25.5,104745,6-4 6-4,R32,7,3,53,28,22,12,10,1,3,0,53,79,55
93992,93992,Stockholm,Hard,20101018,104527,25.5,103819,2-6 6-3 6-2,QF,4,0,75,39,24,19,12,5,9,0,52,62,53
94105,94105,Valencia,Hard,20101031,104527,25.5,104792,6-2 6-4,R16,1,0,74,38,22,16,9,10,14,0,51,58,44
94181,94181,Paris Masters,Hard,20101107,104527,25.6,104417,7-6(3) 6-3,R16,10,3,66,32,25,12,11,4,8,0,48,78,39
94444,94444,Gstaad,Clay,20040705,104527,19.2,103105,7-6(5) 6-4,R32,5,5,75,33,27,23,11,2,3,0,44,82,62
94691,94691,Basel,Carpet,20041025,104527,19.5,103990,7-6(6) 5-7 6-4,R32,7,3,119,65,47,31,17,10,13,0,55,72,61
94823,94823,Adelaide,Hard,20040105,104527,18.7,102257,6-4 6-2,R32,4,3,56,32,22,10,9,2,5,0,57,69,48
95730,95730,Barcelona,Clay,20040426,104527,19,102456,7-6(2) 6-0,R64,3,2,72,41,23,14,9,8,12,0,57,56,48
95882,95882,Umag,Clay,20040719,104527,19.3,103581,6-3 6-1,R32,2,3,41,27,14,6,8,1,5,0,66,52,55
96975,96975,Bucharest,Clay,20040913,104527,19.4,103970,6-4 7-6(4),R32,5,5,89,51,29,16,11,7,12,0,57,57,48
97341,97341,Gstaad,Clay,20050704,104527,20.2,103292,6-4 6-4,F,13,6,91,46,34,17,10,9,12,0,51,74,44
97561,97561,Basel,Carpet,20051024,104527,20.5,104019,7-6(4) 4-6 6-3,R32,6,3,96,57,43,20,15,5,7,0,59,75,56
97648,97648,New Haven,Hard,20050822,104527,20.4,102642,6-3 6-2,R64,4,2,50,24,14,15,8,3,6,0,48,58,62
97688,97688,Vienna,Hard,20051010,104527,20.5,103507,3-6 6-2 6-3,R32,7,4,81,55,40,11,13,3,6,0,68,73,50
97838,97838,Paris Masters,Carpet,20051031,104527,20.5,103507,7-6(4) 7-6(4),R32,8,3,88,50,40,21,12,2,2,0,57,80,60
98150,98150,Rotterdam,Hard,20050214,104527,19.8,103819,6-1 6-4,R16,2,3,53,24,18,12,8,4,7,0,45,75,46
98354,98354,Rome Masters,Clay,20050502,104527,20,104269,7-6(8) 6-2,R32,1,4,65,40,25,15,10,2,5,0,62,62,71
98507,98507,Canada Masters,Hard,20050808,104527,20.3,102257,6-7(5) 6-2 6-3,R64,7,3,116,61,40,25,14,13,18,0,53,66,48
98713,98713,Barcelona,Clay,20050418,104527,20,103285,3-6 6-3 6-2,QF,6,3,99,53,34,23,13,7,11,0,54,64,53
98845,98845,s Hertogenbosch,Grass,20050613,104527,20.2,102694,2-6 7-5 6-3,R32,12,4,93,52,39,19,14,5,8,0,56,75,51
99261,99261,Roland Garros,Clay,20050523,104527,20.1,103264,1-6 6-3 6-1 6-4,R32,9,11,105,49,31,24,17,6,14,0,47,63,53
99342,99342,Wimbledon,Grass,20050620,104527,20.2,102148,6-2 6-7(7) 7-5 6-1,R128,13,10,176,107,74,25,19,19,25,0,61,69,42
99539,99539,US Open,Hard,20050829,104527,20.4,103454,6-4 6-3 6-0,R32,4,4,80,46,23,15,13,5,13,0,57,50,50
100268,100268,Australian Open,Hard,20110117,104527,25.8,103819,6-1 6-3 6-3,QF,1,0,81,47,27,19,12,2,6,0,58,57,56
100476,100476,Buenos Aires,Clay,20110214,104527,25.8,103428,6-2 6-2,SF,2,0,42,26,14,5,8,0,4,0,62,54,31
100561,100561,Acapulco,Clay,20110221,104527,25.9,105238,6-4 7-6(6),QF,4,0,77,50,27,19,11,6,9,0,65,54,70
100719,100719,Indian Wells Masters,Hard,20110310,104527,25.9,103819,6-3 6-4,QF,0,1,50,32,25,8,9,1,3,0,64,78,47
100774,100774,Miami Masters,Hard,20110323,104527,25.9,104719,6-0 6-7(4) 6-3,R64,3,3,92,54,39,15,13,3,7,0,59,72,43
100997,100997,Munich,Clay,20110424,104527,26,104460,6-7(6) 6-4 7-5,R32,4,1,114,78,58,16,17,2,6,0,68,74,46
101087,101087,Madrid Masters,Clay,20110501,104527,26,104198,6-4 5-7 6-4,R64,5,2,105,69,50,14,16,5,8,0,66,72,41
101167,101167,Rome Masters,Clay,20110508,104527,26.1,104925,6-4 6-1,R16,4,0,56,44,26,5,8,6,9,0,79,59,42
101345,101345,Roland Garros,Clay,20110522,104527,26.1,103819,6-3 6-2 7-5,R16,5,1,83,59,38,11,14,1,6,0,71,64,48
101413,101413,Queen's Club,Grass,20110606,104527,26.1,104868,7-6(3) 6-3,R32,6,2,71,44,32,15,10,5,6,0,62,73,60
101576,101576,Wimbledon,Grass,20110620,104527,26.2,104620,7-6(5) 6-3 7-6(4),R64,13,2,97,58,46,18,16,4,8,0,60,79,49
101813,101813,Gstaad,Clay,20110725,104527,26.3,104719,6-3 6-2,QF,2,0,54,33,19,8,9,2,7,0,61,58,38
101994,101994,Canada Masters,Hard,20110808,104527,26.3,103888,6-3 6-7(8) 6-0,QF,1,1,86,44,22,14,14,3,13,0,51,50,34
102001,102001,Cincinnati Masters,Hard,20110814,104527,26.3,104979,3-6 6-4 6-1,R64,2,3,72,50,34,11,13,1,5,0,69,68,58
102185,102185,US Open,Hard,20110829,104527,26.4,105385,7-6(7) 3-6 2-6 6-3 7-6(1),R64,8,7,181,108,71,31,25,7,15,0,60,66,47
102444,102444,Shanghai Masters,Hard,20111009,104527,26.5,104918,6-4 3-6 6-3,R16,5,2,78,44,30,17,14,1,5,0,56,68,53
102496,102496,Stockholm,Hard,20111017,104527,26.5,103813,6-3 6-4,R16,6,2,48,36,24,6,9,2,5,0,75,67,60
102592,102592,Basel,Hard,20111031,104527,26.5,103819,7-6(5) 6-2,SF,3,0,67,41,28,9,10,2,5,0,61,68,35
102643,102643,Paris Masters,Hard,20111107,104527,26.6,104545,6-7(3) 7-5 7-6(5),R64,12,3,133,84,58,29,18,8,10,0,63,69,63
102690,102690,Madrid Masters,Hard,20071015,104527,22.5,103017,7-5 6-3,R64,1,1,67,45,25,13,10,2,5,0,67,56,62
102802,102802,Auckland,Hard,20070108,104527,21.7,104597,1-6 6-4 6-1,R32,0,5,89,49,32,21,12,12,15,0,55,65,60
102834,102834,Poertschach,Clay,20070520,104527,22.1,103701,6-2 6-4,R32,1,1,53,29,17,15,9,4,7,0,55,59,65
102954,102954,Gstaad,Clay,20070709,104527,22.2,103506,7-5 1-6 6-4,R32,8,12,98,40,28,28,15,8,13,0,41,70,61
103142,103142,Stuttgart,Clay,20070716,104527,22.2,104745,6-4 7-5,F,5,6,72,36,20,18,11,7,12,0,50,56,60
103162,103162,Basel,Hard,20071022,104527,22.5,104607,7-5 6-4,R16,7,4,57,35,30,10,11,1,3,0,61,86,56
103264,103264,New Haven,Hard,20070819,104527,22.3,103888,6-3 6-3,QF,1,2,66,30,19,18,9,10,14,0,45,63,53
103298,103298,Vienna,Hard,20071007,104527,22.5,104925,6-4 6-0,F,2,2,55,36,24,4,8,4,8,0,65,67,24
103376,103376,Metz,Hard,20071001,104527,22.5,104542,6-7(6) 6-4 6-4,R32,7,1,100,53,42,20,16,0,3,0,53,79,43
103468,103468,Paris Masters,Hard,20071028,104527,22.5,104745,6-4 6-3,R16,6,2,58,28,18,14,10,5,9,0,48,64,50
103845,103845,Hamburg Masters,Clay,20070514,104527,22.1,103507,6-1 7-6(5),R64,2,3,67,33,23,16,10,3,7,0,49,70,52
103902,103902,Rome Masters,Clay,20070507,104527,22.1,103656,3-6 6-1 7-6(3),R64,5,5,104,60,39,22,14,9,12,0,58,65,56
104059,104059,Canada Masters,Hard,20070805,104527,22.3,104022,6-4 6-4,R32,6,0,63,38,25,12,10,4,7,0,60,66,48
104096,104096,Cincinnati Masters,Hard,20070813,104527,22.3,103720,7-5 3-6 7-6(5),R64,11,2,105,55,41,25,17,2,6,0,52,75,52
104362,104362,Umag,Clay,20070723,104527,22.3,102845,6-3 6-2,R32,0,2,52,37,17,7,9,2,7,0,71,46,54
104423,104423,Doha,Hard,20070101,104527,21.7,103018,5-7 6-4 6-4,R32,1,4,98,66,47,16,16,2,5,0,67,71,57
104620,104620,Halle,Grass,20070611,104527,22.2,105095,3-6 6-3 6-4,R32,8,4,84,52,37,13,14,3,7,0,62,71,46
104750,104750,Roland Garros,Clay,20070528,104527,22.1,103344,6-4 6-3 6-7(3) 6-3,R64,11,1,123,70,48,30,19,7,11,0,57,69,58
104885,104885,Wimbledon,Grass,20070625,104527,22.2,103566,6-4 6-4 6-1,R128,3,4,88,51,33,16,13,4,8,0,58,65,48
105079,105079,US Open,Hard,20070827,104527,22.4,103428,4-6 6-2 7-6(6) 1-6 6-4,R16,9,4,145,70,48,37,23,1,8,0,48,69,52
105261,105261,Australian Open,Hard,20070115,104527,21.8,104745,6-2 6-2 6-2,R32,4,2,92,52,30,13,12,4,11,0,57,58,34
105347,105347,Nottingham,Grass,20070618,104527,22.2,103333,6-3 7-6(3),R32,1,5,77,45,33,14,11,2,4,0,58,73,52
105542,105542,Chennai,Hard,20121231,104527,27.7,105379,6-2 7-6(6),QF,5,2,72,49,31,10,10,4,7,0,68,63,48
105743,105743,Australian Open,Hard,20130114,104527,27.8,104925,1-6 7-5 6-4 6-7(5) 12-10,R16,16,2,214,133,91,42,31,8,15,0,62,68,53
105953,105953,Buenos Aires,Clay,20130218,104527,27.8,103970,6-4 3-6 6-1,F,4,3,74,42,27,11,13,5,11,0,57,64,38
106015,106015,Acapulco,Clay,20130225,104527,27.9,104926,6-2 7-6(3),R32,2,1,70,49,28,11,10,6,8,0,70,57,55
106189,106189,Indian Wells Masters,Hard,20130307,104527,27.9,103819,6-3 6-7(4) 7-5,R16,6,3,119,72,44,25,16,10,15,0,61,61,57
106314,106314,Casablanca,Clay,20130408,104527,28,103990,1-6 6-3 6-2,SF,1,5,70,47,32,7,12,5,10,0,67,68,39
106395,106395,Monte Carlo Masters,Clay,20130414,104527,28,104542,2-6 6-3 6-4,QF,2,4,83,42,27,27,13,4,6,0,51,64,73
106580,106580,Madrid Masters,Clay,20130505,104527,28.1,104745,6-2 6-4,F,5,4,54,33,22,10,9,8,11,0,61,67,59
106807,106807,Roland Garros,Clay,20130527,104527,28.1,104745,6-2 6-3 6-1,QF,3,4,87,52,30,12,12,5,12,0,60,58,39
106924,106924,s Hertogenbosch,Grass,20130616,104527,28.2,103917,6-3 6-4,F,3,4,54,32,20,15,9,2,4,0,59,62,83
106991,106991,Wimbledon,Grass,20130624,104527,28.2,103720,6-4 7-5 6-3,R128,12,2,105,63,41,20,16,9,15,0,60,65,50
107286,107286,Gstaad,Clay,20130722,104527,28.3,103852,6-4 2-6 4-3 RET,QF,15,4,102,56,40,21,13,11,13,0,55,71,50
107422,107422,Canada Masters,Hard,20130805,104527,28.3,105332,6-2 7-6(2),R32,3,4,67,41,30,8,10,4,8,0,61,73,36
107483,107483,Cincinnati Masters,Hard,20130811,104527,28.3,103990,7-5 3-6 6-3,R32,11,4,99,54,43,15,15,7,10,0,55,80,37
107672,107672,US Open,Hard,20130826,104527,28.4,104925,2-6 7-6(4) 3-6 6-3 6-4,SF,8,7,192,96,68,48,24,15,20,0,50,71,54
107785,107785,Kuala Lumpur,Hard,20130923,104527,28.4,103898,6-4 6-3,SF,0,1,59,37,20,10,10,1,6,0,63,54,48
107804,107804,Beijing,Hard,20130930,104527,28.5,105023,6-3 7-6(2),R16,3,4,65,36,25,14,11,1,4,0,55,69,56
107898,107898,Shanghai Masters,Hard,20131007,104527,28.5,104745,7-6(10) 6-1,QF,5,1,61,31,24,15,9,4,6,0,51,77,52
107986,107986,Basel,Hard,20131021,104527,28.5,104273,6-4 6-3,R32,3,5,57,20,13,21,10,3,6,0,35,65,66
108087,108087,Paris Masters,Hard,20131028,104527,28.5,104925,6-1 6-4,QF,3,2,50,33,20,7,8,5,8,0,66,61,47
108091,108091,Tour Finals,Hard,20131104,104527,28.6,104745,7-6(5) 7-6(6),RR,4,2,74,35,28,23,12,3,5,0,47,80,62
108103,108103,Tour Finals,Hard,20131104,104527,28.6,104925,6-3 6-3,SF,4,0,62,34,21,11,9,6,10,0,55,62,39
108156,108156,Chennai,Hard,20120102,104527,26.7,104424,6-4 6-4,QF,4,4,65,34,18,13,10,3,8,0,52,53,48
108353,108353,Australian Open,Hard,20120116,104527,26.8,104597,7-6(2) 6-2 6-4,R32,4,2,118,72,41,21,15,11,17,0,61,57,48
108569,108569,Buenos Aires,Clay,20120220,104527,26.8,104597,6-4 3-6 7-5,SF,8,1,97,57,40,23,16,4,7,0,59,70,59
108658,108658,Acapulco,Clay,20120227,104527,26.9,104269,6-3 6-3,SF,5,0,59,35,23,9,9,4,7,0,59,66,38
108790,108790,Indian Wells Masters,Hard,20120308,104527,26.9,104468,6-4 6-4,R32,4,2,91,59,39,12,10,10,13,0,65,66,40
109013,109013,Monte Carlo Masters,Clay,20120415,104527,27,104745,7-5 6-4,QF,5,3,70,37,26,16,11,4,7,0,53,70,53
109150,109150,Estoril,Clay,20120430,104527,27,105223,7-6(2) 6-4,SF,3,1,67,44,28,17,11,6,7,0,66,64,77
109220,109220,Madrid Masters,Clay,20120506,104527,27.1,104925,7-6(5) 6-4,R16,7,4,82,43,32,17,11,8,10,0,52,74,49
109278,109278,Rome Masters,Clay,20120513,104527,27.1,104312,6-7(1) 7-6(6) 7-6(6),R16,14,5,124,65,50,30,18,1,5,0,52,77,56
109456,109456,Roland Garros,Clay,20120527,104527,27.1,104542,6-4 7-6(6) 3-6 3-6 6-4,R16,4,2,174,110,78,28,25,8,13,0,63,71,45
109660,109660,Wimbledon,Grass,20120625,104527,27.2,103781,3-6 7-6(2) 2-6 6-4 8-6,R128,20,14,165,84,62,44,27,4,9,0,51,74,66
109889,109889,Gstaad,Clay,20120716,104527,27.3,103908,7-6(3) 7-6(8),R16,10,3,87,45,34,19,12,4,6,0,52,76,49
110010,110010,London Olympics,Grass,20120725,104527,27.3,104918,6-3 6-3,R64,5,4,77,35,24,20,9,10,13,0,45,69,53
110179,110179,Cincinnati Masters,Hard,20120812,104527,27.3,103819,7-6(4) 6-3,SF,6,2,83,46,32,19,11,8,10,0,55,70,54
110347,110347,US Open,Hard,20120827,104527,27.4,104925,6-4 6-1 3-1 RET,R16,5,3,57,23,15,12,10,1,5,0,40,65,39
110521,110521,Tokyo,Hard,20121001,104527,27.5,104918,6-2 3-6 6-2,QF,5,1,89,43,30,23,13,7,11,0,48,70,51
110567,110567,Shanghai Masters,Hard,20121007,104527,27.5,103819,4-6 7-6(4) 6-0,R16,7,1,92,45,29,22,14,5,9,0,49,64,48
110698,110698,Basel,Hard,20121022,104527,27.5,103786,7-6(7) 7-6(3),R32,7,2,95,47,33,25,12,5,7,0,49,70,54
110761,110761,Paris Masters,Hard,20121029,104527,27.5,103970,6-2 4-6 6-2,R16,4,3,87,52,32,15,13,9,14,0,60,62,47
110886,110886,Zagreb,Carpet,20060130,104527,20.8,102905,6-4 6-4,R16,3,4,72,41,29,13,10,5,8,0,57,71,48
110922,110922,Auckland,Hard,20060109,104527,20.7,104339,6-3 6-1,SF,1,4,54,21,11,14,8,1,6,0,39,52,48
111047,111047,Gstaad,Clay,20060710,104527,21.2,102318,6-4 1-6 7-6(4),R32,13,6,95,56,48,17,15,3,4,0,59,86,52
111247,111247,Stuttgart,Clay,20060717,104527,21.3,103970,6-3 6-4,R16,1,2,68,45,22,11,10,4,9,0,66,49,52
111317,111317,Basel,Carpet,20061023,104527,21.5,103602,6-4 6-4,SF,2,2,57,31,22,15,10,4,6,0,54,71,62
111396,111396,New Haven,Hard,20060821,104527,21.3,103387,7-6(2) 4-6 6-4,R32,4,4,98,54,46,20,16,5,8,0,55,85,50
111437,111437,Vienna,Hard,20061009,104527,21.5,103344,6-3 6-2,QF,2,1,51,29,19,10,8,2,5,0,57,66,48
111596,111596,Paris Masters,Carpet,20061030,104527,21.5,104755,7-5 6-1,R32,4,0,57,37,24,9,9,4,7,0,65,65,45
111766,111766,Miami Masters,Hard,20060320,104527,20.9,103602,3-6 6-2 7-6(1),R64,3,11,85,45,34,18,15,2,6,0,53,76,62
111833,111833,Indian Wells Masters,Hard,20060306,104527,20.9,103694,7-6(4) 7-5,R64,6,3,74,40,28,22,12,2,4,0,54,70,71
111944,111944,Monte Carlo Masters,Clay,20060417,104527,21,103035,6-2 6-4,R64,0,2,58,33,19,14,9,4,7,0,57,58,61
111998,111998,Hamburg Masters,Clay,20060515,104527,21.1,104312,2-6 7-6(4) 6-1,R64,10,5,86,47,35,19,13,4,6,0,55,74,56
112079,112079,Rome Masters,Clay,20060508,104527,21.1,103602,6-4 6-4,R64,1,2,57,30,21,6,10,2,7,0,53,70,24
112322,112322,Cincinnati Masters,Hard,20060814,104527,21.3,103602,7-6(2) 7-5,R16,7,6,88,48,33,18,12,4,6,0,55,69,53
112449,112449,Barcelona,Clay,20060424,104527,21,103990,6-4 6-4,SF,0,5,63,39,26,6,10,5,10,0,62,67,32
112609,112609,Doha,Hard,20060102,104527,20.7,103163,5-7 6-2 7-5,R32,4,8,116,62,39,26,16,10,15,0,53,63,57
112697,112697,Dubai,Hard,20060227,104527,20.9,103819,7-6(3) 6-3,R32,2,2,62,27,16,20,10,3,7,0,44,59,61
112797,112797,Halle,Grass,20060612,104527,21.2,104019,6-2 6-3,R32,5,4,58,24,14,16,9,2,6,0,41,58,53
112898,112898,Roland Garros,Clay,20060529,104527,21.1,103900,6-2 7-6(5) 6-4,R128,6,7,127,61,37,29,15,13,18,0,48,61,49
113139,113139,Wimbledon,Grass,20060626,104527,21.2,104339,7-6(5) 6-7(5) 6-1 6-3,R32,2,7,145,81,58,32,20,11,15,0,56,72,56
113275,113275,US Open,Hard,20060828,104527,21.4,103990,6-3 6-4 6-2,R32,2,5,95,52,32,16,14,11,19,0,55,62,42
113440,113440,Australian Open,Hard,20060116,104527,20.8,103900,6-4 3-6 6-4 6-2,R64,10,4,134,74,48,33,19,8,12,0,55,65,59
113553,113553,Nottingham,Grass,20060619,104527,21.2,104312,7-6(7) 4-6 6-4,R32,11,6,112,57,46,28,16,5,7,0,51,81,57
116789,116789,Australian Open,Hard,20160118,104527,30.8,105683,6-4 6-3 5-7 4-6 6-3,R16,9,9,171,99,70,37,25,10,15,0,58,71,59
117017,117017,Marseille,Hard,20160215,104527,30.8,105332,6-4 1-6 7-5,QF,9,2,79,44,36,19,15,4,7,0,56,82,58
117343,117343,Indian Wells Masters,Hard,20160307,104527,30.9,105676,6-3 5-7 7-6(5),R16,6,5,107,60,40,20,17,4,11,0,56,67,48
117392,117392,Miami Masters,Hard,20160321,104527,30.9,105723,6-4 6-3,R64,5,2,69,37,24,14,10,7,10,0,54,65,47
117548,117548,Monte Carlo Masters,Clay,20160411,104527,31,104745,6-1 6-4,QF,3,1,51,26,18,7,8,5,9,0,51,69,29
117744,117744,Madrid Masters,Clay,20160502,104527,31,106401,7-6(7) 7-6(2),R32,11,2,73,41,35,20,12,0,0,0,56,85,67
117806,117806,Rome Masters,Clay,20160509,104527,31.1,104338,6-7(5) 6-3 6-4,R16,8,3,94,46,31,22,15,3,8,0,49,67,49
117996,117996,Roland Garros,Clay,20160523,104527,31.1,104918,6-4 6-2 4-6 6-2,SF,1,2,106,63,43,22,18,10,15,0,59,68,54
118081,118081,Queen's Club,Grass,20160613,104527,31.2,104269,6-2 7-6(3),R32,3,3,64,34,23,18,10,4,6,0,53,68,67
118244,118244,Wimbledon,Grass,20160627,104527,31.2,105223,3-6 6-3 7-6(2) 6-3,R64,15,5,117,77,58,17,19,6,10,0,66,75,49
118621,118621,Canada Masters,Hard,20160725,104527,31.3,105453,7-6(6) 6-1,SF,5,2,72,32,19,20,9,6,9,0,44,59,53
118781,118781,Cincinnati Masters,Hard,20160815,104527,31.3,105777,6-4 6-4,R16,4,2,58,28,20,19,10,1,3,0,48,71,68
119072,119072,St. Petersburg,Hard,20160919,104527,31.4,100644,6-2 3-6 7-5,F,2,0,83,52,35,16,14,1,5,0,63,67,52
119229,119229,Shanghai Masters,Hard,20161010,104527,31.5,104468,6-4 6-4,R16,1,1,70,46,28,10,10,3,7,0,66,61,43
119350,119350,Basel,Hard,20161024,104527,31.5,104999,6-2 5-7 6-1,QF,1,2,97,58,37,16,14,4,10,0,60,64,43
119411,119411,Paris Masters,Hard,20161031,104527,31.5,105526,3-6 7-6(6) 7-6(1),R32,9,4,149,87,62,32,17,14,15,0,58,71,55
119438,119438,Tour Finals,Hard,20161114,104527,31.6,105453,6-2 6-3,RR,5,3,58,37,23,8,9,3,7,0,64,62,44
119441,119441,Tour Finals,Hard,20161114,104527,31.6,104918,6-4 6-2,RR,7,1,67,41,27,11,9,4,7,0,61,66,44
