level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
8553,8553,Rome Masters,Clay,20200914,104925,33.3,106099,6-3 6-2,R32,4,1,48,32,26,11,9,0,0,1,67,81,73
8623,8623,Roland Garros,Clay,20200928,104925,33.3,144707,6-0 6-2 6-3,R128,2,2,58,35,26,14,12,0,2,1,60,74,67
8687,8687,Roland Garros,Clay,20200928,104925,33.3,105575,6-1 6-2 6-2,R64,10,1,66,38,36,13,12,2,2,1,58,95,48
8719,8719,Roland Garros,Clay,20200928,104925,33.3,123755,6-0 6-3 6-2,R32,2,2,74,51,38,13,12,5,5,1,69,75,62
8735,8735,Roland Garros,Clay,20200928,104925,33.3,111575,6-4 6-3 6-3,R16,2,1,89,57,40,19,14,7,9,1,64,70,61
8743,8743,Roland Garros,Clay,20200928,104925,33.3,105807,4-6 6-2 6-3 6-4,QF,2,5,131,74,53,30,19,10,13,1,56,72,58
8747,8747,Roland Garros,Clay,20200928,104925,33.3,126774,6-3 6-2 5-7 4-6 6-1,SF,5,6,153,102,74,24,23,11,15,1,67,73,53
8896,8896,Vienna,Hard,20201026,104925,33.4,106432,7-6(11) 6-3,R16,4,1,72,50,40,13,10,3,3,1,69,80,62
8904,8904,Vienna,Hard,20201026,104925,33.4,105936,7-6(6) 6-3,R32,8,5,78,50,38,10,10,3,5,1,64,76,43
9005,9005,Tour Finals,Hard,20201116,104925,33.4,100644,6-3 7-6(4),RR,3,3,78,51,40,14,11,3,3,1,65,78,58
9006,9006,Tour Finals,Hard,20201116,104925,33.4,106043,6-3 6-2,RR,7,2,47,30,23,11,9,1,2,1,64,77,73
9130,9130,Madrid Masters,Hard,20081012,104925,21.3,103812,6-7(8) 7-6(6) 3-1 RET,R32,10,2,90,58,44,22,14,1,2,1,64,76,73
9169,9169,Bangkok,Hard,20080922,104925,21.3,104217,6-1 6-3,R16,5,1,51,30,19,16,8,1,2,1,59,63,80
9177,9177,Bangkok,Hard,20080922,104925,21.3,104417,6-4 7-5,QF,9,0,68,48,36,11,11,4,5,1,71,75,55
9181,9181,Bangkok,Hard,20080922,104925,21.3,104607,7-5 6-1,SF,6,2,64,42,31,13,10,3,3,1,66,74,65
9347,9347,Queen's Club,Grass,20080609,104925,21,104056,6-2 7-6(7),R32,3,1,62,41,28,16,10,1,2,1,66,68,80
9355,9355,Queen's Club,Grass,20080609,104925,21,104386,2-6 6-1 6-4,R16,15,4,87,60,47,10,13,5,8,1,69,78,43
9358,9358,Queen's Club,Grass,20080609,104925,21,103720,6-2 6-2,QF,13,2,62,48,34,7,8,3,3,1,77,71,58
9360,9360,Queen's Club,Grass,20080609,104925,21,103900,6-1 6-0,SF,5,1,32,20,17,7,6,0,0,1,62,85,64
9800,9800,Paris Masters,Hard,20081026,104925,21.4,104098,6-2 4-3 RET,R32,8,1,39,26,21,7,8,0,1,1,67,81,58
10060,10060,Indian Wells Masters,Hard,20080313,104925,20.8,104312,6-3 7-6(3),R64,1,3,62,39,31,13,11,1,3,1,63,79,65
10080,10080,Indian Wells Masters,Hard,20080313,104925,20.8,104259,6-3 6-2,R32,3,3,49,33,25,11,9,0,0,1,67,76,85
10090,10090,Indian Wells Masters,Hard,20080313,104925,20.8,103084,6-2 6-3,R16,3,1,55,35,26,13,9,5,5,1,64,74,68
10094,10094,Indian Wells Masters,Hard,20080313,104925,20.8,104527,7-6(5) 6-2,QF,7,1,66,43,32,10,10,3,6,1,65,74,45
10097,10097,Indian Wells Masters,Hard,20080313,104925,20.8,104745,6-3 6-2,SF,8,0,50,31,25,11,9,2,3,1,62,81,58
10098,10098,Indian Wells Masters,Hard,20080313,104925,20.8,103888,6-2 5-7 6-3,F,10,1,84,53,35,19,15,3,6,1,63,66,63
10158,10158,Monte Carlo Masters,Clay,20080420,104925,20.9,103344,6-3 6-3,R32,3,0,63,40,26,14,9,7,8,1,63,65,61
10172,10172,Monte Carlo Masters,Clay,20080420,104925,20.9,104918,6-0 6-4,R16,0,0,45,20,14,17,8,4,5,1,44,70,68
10179,10179,Monte Carlo Masters,Clay,20080420,104925,20.9,105023,6-4 6-0,QF,5,1,41,33,29,4,8,0,0,1,80,88,57
10220,10220,Hamburg Masters,Clay,20080511,104925,20.9,103428,6-3 6-1,R32,4,2,46,32,26,6,8,2,3,1,70,81,50
10230,10230,Hamburg Masters,Clay,20080511,104925,20.9,103333,7-6(3) 6-3,R16,4,2,78,54,39,14,11,3,4,1,69,72,64
10235,10235,Hamburg Masters,Clay,20080511,104925,20.9,103656,6-2 6-3,QF,4,0,62,48,33,8,9,3,4,1,77,69,57
10268,10268,Rome Masters,Clay,20080505,104925,20.9,104327,6-4 6-0,R32,3,2,55,36,26,11,8,4,5,1,65,72,65
10282,10282,Rome Masters,Clay,20080505,104925,20.9,104214,6-3 3-6 6-3,R16,1,3,111,75,47,21,14,9,11,1,68,63,64
10288,10288,Rome Masters,Clay,20080505,104925,20.9,104597,6-1 1-0 RET,QF,0,1,27,19,14,5,4,1,1,1,70,74,71
10291,10291,Rome Masters,Clay,20080505,104925,20.9,103285,6-0 1-0 RET,SF,2,0,19,13,11,5,4,0,0,1,68,85,83
10293,10293,Rome Masters,Clay,20080505,104925,20.9,104527,4-6 6-3 6-3,F,0,1,71,48,40,15,14,2,3,1,68,83,68
10390,10390,Canada Masters,Hard,20080721,104925,21.1,104433,6-4 6-4,R32,3,1,58,36,29,13,10,2,3,1,62,81,62
10400,10400,Canada Masters,Hard,20080721,104925,21.1,104417,6-4 6-4,R16,6,1,60,37,30,15,10,4,4,1,62,81,68
10445,10445,Cincinnati Masters,Hard,20080728,104925,21.1,104620,7-6(2) 7-6(2),R32,9,5,97,54,45,21,12,10,12,1,56,83,55
10455,10455,Cincinnati Masters,Hard,20080728,104925,21.1,104312,6-1 6-2,R16,8,1,41,23,19,11,8,0,1,1,56,83,65
10460,10460,Cincinnati Masters,Hard,20080728,104925,21.1,105208,6-3 6-4,QF,6,1,64,43,33,12,10,3,3,1,67,77,60
10463,10463,Cincinnati Masters,Hard,20080728,104925,21.1,104745,6-1 7-5,SF,4,0,57,32,23,19,10,1,1,1,56,72,76
10819,10819,Dubai,Hard,20080303,104925,20.7,105227,6-4 6-3,R32,5,2,51,34,27,11,9,0,0,1,67,79,73
10829,10829,Dubai,Hard,20080303,104925,20.7,102148,6-3 7-6(3),R16,9,1,62,41,34,16,11,3,4,1,66,83,80
10834,10834,Dubai,Hard,20080303,104925,20.7,104214,6-2 6-1,QF,1,1,38,24,19,10,7,2,2,1,63,79,77
10839,10839,Marseille,Hard,20080211,104925,20.7,104471,6-1 6-4,R32,7,2,49,25,20,17,9,0,0,1,51,80,77
11040,11040,Roland Garros,Clay,20080525,104925,21,103823,4-6 6-3 7-5 6-2,R128,5,3,112,75,50,22,20,3,7,1,67,67,65
11080,11080,Roland Garros,Clay,20080525,104925,21,104091,6-1 6-1 6-3,R64,3,2,68,45,36,15,12,0,0,1,66,80,71
11100,11100,Roland Garros,Clay,20080525,104925,21,104639,7-5 6-4 6-2,R32,10,0,85,59,42,15,15,3,6,1,69,71,58
11110,11110,Roland Garros,Clay,20080525,104925,21,103908,6-4 6-3 6-4,R16,14,1,77,54,45,11,14,7,8,1,70,83,50
11115,11115,Roland Garros,Clay,20080525,104925,21,105208,7-5 7-6(3) 7-5,QF,6,1,125,82,58,24,18,4,6,1,66,71,57
11167,11167,Wimbledon,Grass,20080623,104925,21,103582,7-5 2-6 6-3 6-0,R128,13,5,94,67,53,15,18,3,5,1,71,79,68
11325,11325,US Open,Hard,20080825,104925,21.2,103096,6-3 6-3 6-4,R128,15,2,85,55,44,19,14,4,4,1,65,80,68
11365,11365,US Open,Hard,20080825,104925,21.2,103470,7-6(8) 6-4 6-4,R64,11,0,106,77,56,20,16,4,4,1,73,73,69
11385,11385,US Open,Hard,20080825,104925,21.2,105227,6-7(7) 7-5 6-4 7-6(0),R32,8,3,149,104,74,26,23,6,10,1,70,71,62
11395,11395,US Open,Hard,20080825,104925,21.2,103990,4-6 6-2 6-3 5-7 6-3,R16,11,4,140,91,68,26,24,2,5,1,65,75,58
