level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
13857,13857,Roland Garros,Clay,20090525,103819,27.7,104076,7-6(8) 5-7 7-6(2) 6-2,R64,11,0,142,101,75,22,22,5,10,1,71,74,54
13873,13873,Roland Garros,Clay,20090525,103819,27.7,103908,4-6 6-1 6-4 6-4,R32,14,3,110,65,53,22,19,5,7,1,59,82,52
13881,13881,Roland Garros,Clay,20090525,103819,27.7,103163,6-7(4) 5-7 6-4 6-0 6-2,R16,16,1,130,82,70,29,24,3,5,1,63,85,62
13885,13885,Roland Garros,Clay,20090525,103819,27.7,104792,7-6(6) 6-2 6-4,QF,8,1,94,54,43,26,15,4,4,1,57,80,67
13887,13887,Roland Garros,Clay,20090525,103819,27.7,105223,3-6 7-6(2) 2-6 6-1 6-4,SF,5,1,142,92,67,26,24,8,13,1,65,73,53
13888,13888,Roland Garros,Clay,20090525,103819,27.7,104417,6-1 7-6(1) 6-4,F,16,2,79,52,44,18,14,2,2,1,66,85,72
13983,13983,Wimbledon,Grass,20090622,103819,27.8,104229,7-5 6-3 6-2,R128,10,1,75,53,45,15,15,2,3,1,71,85,71
14014,14014,Wimbledon,Grass,20090622,103819,27.8,104198,6-2 6-2 6-4,R64,11,2,75,48,44,13,13,2,2,1,64,92,52
14030,14030,Wimbledon,Grass,20090622,103819,27.8,104259,6-3 6-2 6-7(5) 6-1,R32,15,2,126,87,66,20,19,5,7,1,69,76,54
14038,14038,Wimbledon,Grass,20090622,103819,27.8,104417,6-4 7-6(5) 7-6(5),R16,23,0,102,68,60,21,17,2,2,1,67,88,62
14042,14042,Wimbledon,Grass,20090622,103819,27.8,103333,6-3 7-5 7-6(3),QF,7,2,85,53,50,24,17,0,0,1,62,94,80
14044,14044,Wimbledon,Grass,20090622,103819,27.8,103163,7-6(3) 7-5 6-3,SF,11,1,83,62,55,17,17,0,0,1,75,89,85
14045,14045,Wimbledon,Grass,20090622,103819,27.8,104053,5-7 7-6(6) 7-6(5) 3-6 16-14,F,50,4,197,127,113,42,37,3,5,1,64,89,64
14046,14046,US Open,Hard,20090831,103819,28,105730,6-1 6-3 7-5,R128,6,3,69,45,37,13,14,1,3,1,65,82,62
14110,14110,US Open,Hard,20090831,103819,28,103752,6-3 7-5 7-5,R64,8,2,99,66,48,23,17,5,6,1,67,73,74
14142,14142,US Open,Hard,20090831,103819,28,103720,4-6 6-3 7-5 6-4,R32,15,4,134,75,56,31,21,11,14,1,56,75,56
14158,14158,US Open,Hard,20090831,103819,28,103990,7-5 6-2 6-2,R16,9,0,75,47,41,19,14,4,4,1,63,87,68
14166,14166,US Open,Hard,20090831,103819,28,104417,6-0 6-3 6-7(6) 7-6(6),QF,28,3,128,85,73,24,20,5,5,1,66,86,60
14170,14170,US Open,Hard,20090831,103819,28,104925,7-6(3) 7-5 7-5,SF,8,3,109,63,49,28,18,2,3,1,58,78,65
14296,14296,Australian Open,Hard,20090119,103819,27.4,104312,6-1 7-6(4) 7-5,R128,9,5,115,76,56,23,16,10,10,1,66,74,68
14327,14327,Australian Open,Hard,20090119,103819,27.4,105095,6-2 6-3 6-1,R64,8,3,68,41,28,20,12,0,1,1,60,68,83
14343,14343,Australian Open,Hard,20090119,103819,27.4,103498,6-3 6-2 7-6(5),R32,9,1,89,54,46,22,15,0,0,1,61,85,65
14351,14351,Australian Open,Hard,20090119,103819,27.4,104607,4-6 6-7(4) 6-4 6-4 6-2,R16,20,5,159,108,76,24,25,7,12,1,68,70,52
14355,14355,Australian Open,Hard,20090119,103819,27.4,105223,6-3 6-0 6-0,QF,12,0,53,37,32,12,11,0,0,1,70,86,75
14357,14357,Australian Open,Hard,20090119,103819,27.4,104053,6-2 7-5 7-5,SF,16,0,96,63,52,19,16,3,3,1,66,83,58
14386,14386,Tour Finals,Hard,20091122,103819,28.2,104269,4-6 7-5 6-1,RR,4,2,81,56,44,15,15,2,3,1,69,79,65
14387,14387,Tour Finals,Hard,20091122,103819,28.2,104918,3-6 6-3 6-1,RR,6,1,67,43,37,9,12,3,5,1,64,86,39
15598,15598,Doha,Hard,20210308,103819,39.5,105554,7-6(8) 3-6 7-5,R16,13,0,105,71,56,18,16,3,4,1,68,79,53
15722,15722,Halle,Grass,20210614,103819,39.8,125802,7-6(4) 7-5,R32,4,1,76,57,44,10,12,2,2,1,75,77,56
15964,15964,Roland Garros,Clay,20210531,103819,39.8,104797,6-2 6-4 6-3,R128,8,0,65,46,37,15,14,0,0,1,71,80,79
16020,16020,Roland Garros,Clay,20210531,103819,39.8,105227,6-2 2-6 7-6(4) 6-2,R64,16,1,117,80,60,21,18,5,8,1,68,75,58
16048,16048,Roland Garros,Clay,20210531,103819,39.8,136440,7-6(5) 6-7(3) 7-6(4) 7-5,R32,6,1,158,101,69,33,24,2,6,1,64,68,59
16123,16123,Wimbledon,Grass,20210628,103819,39.8,105173,6-4 6-7(3) 3-6 6-2 0-0 RET,R128,16,3,112,68,50,27,19,6,8,1,61,74,66
16162,16162,Wimbledon,Grass,20210628,103819,39.8,104755,7-6(1) 6-1 6-4,R64,10,0,95,62,52,19,15,5,5,1,65,84,58
16182,16182,Wimbledon,Grass,20210628,103819,39.8,111815,6-4 6-4 5-7 6-4,R32,7,0,114,76,56,25,21,2,4,1,67,74,66
16192,16192,Wimbledon,Grass,20210628,103819,39.8,132283,7-5 6-4 6-2,R16,4,1,78,47,37,20,15,2,3,1,60,79,67
17477,17477,Marseille,Hard,19990201,103819,17.4,102845,7-6(1) 3-6 6-3,R32,3,10,110,46,36,32,15,5,8,1,42,78,59
17493,17493,Marseille,Hard,19990201,103819,17.4,102259,6-7(6) 7-6(5) 7-6(5),R16,12,5,115,73,63,19,18,3,5,1,63,86,51
17659,17659,Rotterdam,Carpet,19990215,103819,17.5,101703,6-7(4) 7-5 7-6(3),R32,14,2,111,71,58,21,18,1,2,1,64,82,55
17668,17668,Rotterdam,Carpet,19990215,103819,17.5,102539,6-4 7-5,R16,10,3,55,37,31,13,11,0,0,1,67,84,87
19735,19735,Tashkent,Hard,19990913,103819,18,101611,6-4 6-3,R32,9,2,47,28,21,14,9,1,2,1,60,75,82
19790,19790,Toulouse,Hard,19990927,103819,18.1,102783,7-6(4) 6-1,R32,7,2,65,44,33,13,10,0,0,1,68,75,68
19828,19828,Basel,Carpet,19991004,103819,18.1,210013,6-2 3-6 6-4,R32,4,1,79,45,34,18,14,2,4,1,57,76,55
19949,19949,Vienna,Hard,19991011,103819,18.1,102434,6-4 6-2,R32,4,1,51,28,24,9,9,1,3,1,55,86,41
19957,19957,Vienna,Hard,19991011,103819,18.1,102562,7-6(8) 6-1,R16,6,3,60,35,24,13,9,1,3,1,58,69,59
19961,19961,Vienna,Hard,19991011,103819,18.1,102344,2-6 6-4 6-1,QF,6,4,77,45,38,14,13,3,5,1,58,84,50
19970,19970,Lyon,Carpet,19991018,103819,18.1,101888,6-3 6-4,R64,2,1,57,33,25,15,9,4,5,1,58,76,65
22911,22911,Toulouse,Hard,19980928,103819,17.1,101703,6-2 6-2,R32,8,0,41,22,18,15,8,1,1,1,54,82,79
22920,22920,Toulouse,Hard,19980928,103819,17.1,101735,6-1 7-6(5),R16,8,3,73,43,32,18,10,4,4,1,59,74,67
23466,23466,Doha,Hard,20100104,103819,28.4,103294,6-1 6-2,R32,12,1,53,36,28,9,8,3,3,1,68,78,56
23482,23482,Doha,Hard,20100104,103819,28.4,105095,6-2 6-4,R16,3,1,43,25,21,12,9,1,2,1,58,84,71
23490,23490,Doha,Hard,20100104,103819,28.4,105208,6-2 4-6 6-4,QF,10,0,88,54,40,20,14,4,6,1,61,74,59
23551,23551,Australian Open,Hard,20100118,103819,28.4,104214,4-6 6-2 7-6(2) 6-0,R128,9,2,102,57,44,22,18,6,11,1,56,77,51
23615,23615,Australian Open,Hard,20100118,103819,28.4,103812,6-2 6-3 6-2,R64,8,1,73,50,41,14,13,5,5,1,68,82,64
23647,23647,Australian Open,Hard,20100118,103819,28.4,103656,6-3 6-4 6-4,R32,10,3,79,52,46,15,15,0,0,1,66,88,62
23662,23662,Australian Open,Hard,20100118,103819,28.4,103720,6-2 6-3 6-4,R16,7,0,79,50,38,19,14,4,5,1,63,76,66
23670,23670,Australian Open,Hard,20100118,103819,28.4,103786,2-6 6-3 6-0 7-5,QF,8,4,122,73,49,24,18,14,19,1,60,67,53
23674,23674,Australian Open,Hard,20100118,103819,28.4,104542,6-2 6-3 6-2,SF,4,0,69,44,37,17,13,0,0,1,64,84,68
23676,23676,Australian Open,Hard,20100118,103819,28.4,104918,6-3 6-4 7-6(11),F,11,2,112,75,54,22,16,6,8,1,67,72,63
24074,24074,Indian Wells Masters,Hard,20100311,103819,28.5,103812,6-3 6-7(5) 6-1,R64,10,2,95,52,41,27,15,6,7,1,55,79,66
24166,24166,Miami Masters,Hard,20100324,103819,28.6,102839,6-3 6-3,R64,10,0,48,31,27,10,9,1,1,1,65,87,59
24198,24198,Miami Masters,Hard,20100324,103819,28.6,103722,7-6(2) 7-6(3),R32,6,2,79,46,36,17,12,2,5,1,58,78,55
24517,24517,Estoril,Clay,20100503,103819,28.7,103451,6-3 6-4,R16,3,0,56,27,20,22,10,3,3,1,48,74,76
24525,24525,Estoril,Clay,20100503,103819,28.7,103096,7-6(7) 6-2,QF,4,0,62,37,30,15,10,2,3,1,60,81,60
24556,24556,Madrid Masters,Clay,20100509,103819,28.7,103794,6-2 7-6(4),R32,8,1,57,39,32,12,10,0,0,1,68,82,71
24572,24572,Madrid Masters,Clay,20100509,103819,28.7,104527,6-3 6-1,R16,6,1,41,26,22,8,8,0,1,1,63,85,57
24580,24580,Madrid Masters,Clay,20100509,103819,28.7,105208,3-6 6-1 6-4,QF,6,2,80,56,39,13,13,4,6,1,70,70,59
24584,24584,Madrid Masters,Clay,20100509,103819,28.7,103970,7-5 3-6 6-3,SF,8,2,81,49,42,19,15,3,4,1,60,86,63
24637,24637,Roland Garros,Clay,20100524,103819,28.7,103429,6-4 6-1 6-2,R128,7,0,69,49,39,15,13,1,1,1,71,80,75
24701,24701,Roland Garros,Clay,20100524,103819,28.7,104268,7-6(4) 6-2 6-4,R64,6,0,104,65,49,21,15,7,8,1,62,75,54
24733,24733,Roland Garros,Clay,20100524,103819,28.7,104714,6-4 6-0 6-4,R32,6,3,72,41,36,19,13,0,0,1,57,88,68
24749,24749,Roland Garros,Clay,20100524,103819,28.7,104527,6-3 7-6(5) 6-2,R16,7,0,89,59,43,19,14,3,4,1,66,73,63
24764,24764,Halle,Grass,20100607,103819,28.8,103813,6-4 6-4,R32,11,2,57,43,39,5,10,3,3,1,75,91,42
24780,24780,Halle,Grass,20100607,103819,28.8,104268,6-1 6-2,R16,6,1,44,30,27,8,8,2,2,1,68,90,62
24788,24788,Halle,Grass,20100607,103819,28.8,104259,7-5 6-3,QF,12,1,55,39,35,10,11,1,1,1,71,90,67
24792,24792,Halle,Grass,20100607,103819,28.8,104332,7-6(3) 6-4,SF,6,1,75,45,30,18,11,5,7,1,60,67,62
24907,24907,Wimbledon,Grass,20100621,103819,28.8,104268,5-7 4-6 6-4 7-6(1) 6-0,R128,21,7,151,89,70,34,25,7,10,1,59,79,62
24971,24971,Wimbledon,Grass,20100621,103819,28.8,104592,6-3 6-7(4) 6-4 7-6(5),R64,16,1,135,94,72,29,21,4,4,1,70,77,72
25002,25002,Wimbledon,Grass,20100621,103819,28.8,103096,6-2 6-4 6-2,R32,7,3,68,44,37,16,13,1,1,1,65,84,76
25018,25018,Wimbledon,Grass,20100621,103819,28.8,103781,6-3 6-2 6-3,R16,11,2,65,34,29,21,13,0,1,1,52,85,72
25359,25359,Canada Masters,Hard,20100809,103819,29,103428,7-6(7) 6-3,R32,9,0,55,38,33,10,10,0,1,1,69,87,59
25369,25369,Canada Masters,Hard,20100809,103819,29,103566,7-6(2) 6-3,R16,4,3,61,37,28,14,11,0,2,1,61,76,67
25374,25374,Canada Masters,Hard,20100809,103819,29,104607,6-3 5-7 7-6(5),QF,8,2,109,65,51,23,17,4,6,1,60,78,55
25377,25377,Canada Masters,Hard,20100809,103819,29,104925,6-1 3-6 7-5,SF,11,2,95,55,40,17,14,6,9,1,58,73,45
25407,25407,Cincinnati Masters,Hard,20100815,103819,29,104797,5-2 RET,R32,2,1,21,12,11,5,4,0,0,1,57,92,62
25427,25427,Cincinnati Masters,Hard,20100815,103819,29,103786,6-4 7-5,QF,12,1,71,41,32,14,11,3,4,1,58,78,48
25430,25430,Cincinnati Masters,Hard,20100815,103819,29,104571,6-4 6-3,SF,7,2,51,30,27,13,10,0,0,1,59,90,68
25432,25432,Cincinnati Masters,Hard,20100815,103819,29,103888,6-7(5) 7-6(1) 6-4,F,11,1,110,70,54,27,17,1,1,1,64,77,69
25543,25543,US Open,Hard,20100830,103819,29,104314,6-1 6-4 6-2,R128,18,1,74,49,41,14,13,1,1,1,66,84,58
25575,25575,US Open,Hard,20100830,103819,29,104676,6-3 6-4 6-3,R64,15,0,74,40,32,22,14,1,2,1,54,80,65
25591,25591,US Open,Hard,20100830,103819,29,103908,6-4 6-3 6-3,R32,13,0,77,47,40,19,14,4,4,1,61,85,63
25599,25599,US Open,Hard,20100830,103819,29,103781,6-3 7-6(4) 6-3,R16,10,1,105,64,49,25,16,10,12,1,61,77,62
25603,25603,US Open,Hard,20100830,103819,29,104417,6-4 6-4 7-5,QF,18,2,91,58,50,15,16,4,6,1,64,86,48
25809,25809,Shanghai Masters,Hard,20101010,103819,29.1,104545,6-3 6-4,R32,5,1,53,32,27,14,10,0,0,1,60,84,70
25819,25819,Shanghai Masters,Hard,20101010,103819,29.1,104312,6-3 6-4,R16,6,1,66,42,32,13,10,4,5,1,64,76,57
25824,25824,Shanghai Masters,Hard,20101010,103819,29.1,104417,6-1 6-1,QF,5,2,39,24,18,10,7,0,0,1,62,75,77
25827,25827,Shanghai Masters,Hard,20101010,103819,29.1,104925,7-5 6-4,SF,7,3,73,45,34,15,11,4,5,1,62,76,60
25868,25868,Stockholm,Hard,20101018,103819,29.1,103758,6-1 6-2,R16,3,1,48,34,29,6,8,2,2,1,71,85,46
25876,25876,Stockholm,Hard,20101018,103819,29.1,104527,2-6 6-3 6-2,QF,6,2,84,55,36,17,13,6,9,1,65,65,63
25880,25880,Stockholm,Hard,20101018,103819,29.1,103344,7-6(5) 6-2,SF,10,0,60,41,33,10,10,1,2,1,68,80,53
25882,25882,Stockholm,Hard,20101018,103819,29.1,104252,6-4 6-3,F,4,0,54,33,28,11,10,1,2,1,61,85,52
25998,25998,Basel,Hard,20101101,103819,29.2,105238,6-4 5-2 RET,R32,9,1,37,20,19,14,8,0,0,1,54,95,88
26014,26014,Basel,Hard,20101101,103819,29.2,104386,6-3 6-4,R16,8,1,47,25,25,15,10,0,0,1,53,100,71
26021,26021,Basel,Hard,20101101,103819,29.2,103285,6-3 6-2,QF,7,1,45,28,24,12,9,0,0,1,62,86,75
26025,26025,Basel,Hard,20101101,103819,29.2,104053,6-2 6-4,SF,13,1,53,31,29,9,9,4,5,1,58,94,43
26027,26027,Basel,Hard,20101101,103819,29.2,104925,6-4 3-6 6-1,F,6,4,84,49,39,19,13,4,5,1,58,80,61
26044,26044,Paris Masters,Hard,20101107,103819,29.2,104755,6-4 6-4,R32,7,0,50,26,23,17,10,0,0,1,52,88,71
26060,26060,Paris Masters,Hard,20101107,103819,29.2,103285,6-4 6-3,R16,11,0,57,39,30,13,10,2,2,1,68,77,72
26068,26068,Paris Masters,Hard,20101107,103819,29.2,103781,6-1 7-6(4),QF,18,2,55,38,35,9,10,0,0,1,69,92,60
26075,26075,Tour Finals,Hard,20101121,103819,29.2,103970,6-1 6-4,RR,6,1,72,44,32,13,9,5,6,1,61,73,48
26076,26076,Tour Finals,Hard,20101121,103819,29.2,104918,6-4 6-2,RR,4,0,44,24,21,15,9,0,0,1,55,88,75
26077,26077,Tour Finals,Hard,20101121,103819,29.2,104417,7-6(5) 6-3,RR,11,3,68,43,35,14,11,2,3,1,63,81,64
26078,26078,Tour Finals,Hard,20101121,103819,29.2,104925,6-1 6-4,SF,4,1,55,34,26,12,9,0,1,1,62,76,60
26079,26079,Tour Finals,Hard,20101121,103819,29.2,104745,6-3 3-6 6-1,F,7,1,64,40,37,14,13,1,2,1,62,92,61
26137,26137,Bangkok,Hard,20040927,103819,23.1,102143,6-4 7-6(4),R32,13,2,69,45,38,13,11,2,2,1,65,84,59
26153,26153,Bangkok,Hard,20040927,103819,23.1,102730,6-1 6-3,R16,6,1,46,26,21,13,8,2,3,1,57,81,68
26161,26161,Bangkok,Hard,20040927,103819,23.1,104417,7-6(3) 6-4,QF,14,3,71,39,33,12,11,2,4,1,55,85,41
26165,26165,Bangkok,Hard,20040927,103819,23.1,103387,7-5 2-6 6-3,SF,7,4,80,47,38,16,15,4,7,1,59,81,55
26167,26167,Bangkok,Hard,20040927,103819,23.1,104053,6-4 6-0,F,11,2,52,32,23,13,8,2,2,1,62,72,72
26314,26314,Gstaad,Clay,20040705,103819,22.9,102494,6-1 6-1,R32,9,2,38,21,19,10,7,1,1,1,55,90,67
26330,26330,Gstaad,Clay,20040705,103819,22.9,103333,6-7(5) 6-3 7-6(4),R16,8,0,98,63,52,26,17,0,0,1,64,83,74
26338,26338,Gstaad,Clay,20040705,103819,22.9,103285,6-1 5-7 6-4,QF,7,4,90,51,40,18,15,4,6,1,57,78,51
26342,26342,Gstaad,Clay,20040705,103819,22.9,103808,6-3 3-6 6-3,SF,7,1,77,49,38,19,14,3,4,1,64,78,70
26344,26344,Gstaad,Clay,20040705,103819,22.9,104214,6-2 6-3 5-7 6-3,F,6,0,101,55,43,31,19,2,4,1,54,78,67
26932,26932,Miami Masters,Hard,20040322,103819,22.6,103786,6-2 3-6 7-5,R64,7,3,96,63,46,13,15,4,7,1,66,73,43
27027,27027,Indian Wells Masters,Hard,20040308,103819,22.5,102318,6-1 6-1,R64,5,2,44,29,22,9,7,3,3,1,66,76,69
27059,27059,Indian Wells Masters,Hard,20040308,103819,22.5,103602,6-3 6-2,R32,6,3,58,31,25,15,9,1,1,1,53,81,62
27075,27075,Indian Wells Masters,Hard,20040308,103819,22.5,103888,6-4 6-1,R16,7,1,51,33,26,11,9,1,1,1,65,79,65
27083,27083,Indian Wells Masters,Hard,20040308,103819,22.5,103428,6-2 6-1,QF,4,2,53,31,23,12,8,1,2,1,58,74,60
27087,27087,Indian Wells Masters,Hard,20040308,103819,22.5,101736,4-6 6-3 6-4,SF,12,5,85,50,41,22,15,5,6,1,59,82,73
27089,27089,Indian Wells Masters,Hard,20040308,103819,22.5,102450,6-3 6-3,F,3,0,45,27,23,13,9,0,0,1,60,85,72
27090,27090,Rotterdam,Hard,20040216,103819,22.5,103096,6-4 6-3,R32,5,0,49,32,29,11,10,0,0,1,65,91,65
27106,27106,Rotterdam,Hard,20040216,103819,22.5,102318,7-6(2) 7-5,R16,4,4,85,55,44,13,12,3,4,1,65,80,50
27214,27214,Hamburg Masters,Clay,20040510,103819,22.7,103292,6-1 5-7 6-4,R64,11,1,97,55,39,20,15,10,14,1,57,71,49
27246,27246,Hamburg Masters,Clay,20040510,103819,22.7,102839,6-3 6-3,R32,1,0,46,30,27,10,9,0,0,1,65,90,62
27262,27262,Hamburg Masters,Clay,20040510,103819,22.7,103602,7-5 6-1,R16,1,2,54,40,31,8,10,1,2,1,74,78,67
27270,27270,Hamburg Masters,Clay,20040510,103819,22.7,102845,6-4 6-3,QF,2,1,57,34,26,17,10,1,1,1,60,76,77
27274,27274,Hamburg Masters,Clay,20040510,103819,22.7,103720,6-0 6-4,SF,5,0,41,28,22,9,8,0,1,1,68,79,69
27276,27276,Hamburg Masters,Clay,20040510,103819,22.7,103909,4-6 6-4 6-2 6-3,F,7,0,113,64,49,30,19,2,4,1,57,77,61
27277,27277,Rome Masters,Clay,20040503,103819,22.7,102035,7-6(4) 6-3,R64,4,3,69,39,33,19,11,1,1,1,57,85,70
27418,27418,Canada Masters,Hard,20040726,103819,22.9,102271,6-3 7-5,R64,12,5,68,40,31,17,11,1,1,1,59,78,74
27450,27450,Canada Masters,Hard,20040726,103819,22.9,104417,7-5 6-1,R32,13,0,67,47,35,11,10,6,7,1,70,74,55
27466,27466,Canada Masters,Hard,20040726,103819,22.9,103018,7-6(3) 7-6(4),R16,3,1,68,50,44,12,12,0,0,1,74,88,71
27474,27474,Canada Masters,Hard,20040726,103819,22.9,102148,7-5 6-4,QF,4,1,65,46,35,10,11,1,2,1,71,76,56
27478,27478,Canada Masters,Hard,20040726,103819,22.9,102563,4-6 6-3 6-2,SF,8,0,77,46,38,19,14,3,4,1,60,83,61
27480,27480,Canada Masters,Hard,20040726,103819,22.9,104053,7-5 6-3,F,13,1,65,38,28,19,11,4,4,1,58,74,73
27939,27939,Dubai,Hard,20040301,103819,22.5,103498,7-6(2) 7-6(4),R32,4,3,96,46,35,28,12,9,11,1,48,76,60
27955,27955,Dubai,Hard,20040301,103819,22.5,103990,6-3 6-4,R16,6,3,61,37,31,13,10,3,3,1,61,84,62
27963,27963,Dubai,Hard,20040301,103819,22.5,102318,6-3 6-3,QF,3,1,50,31,25,12,9,0,0,1,62,81,67
27967,27967,Dubai,Hard,20040301,103819,22.5,103813,7-6(7) 6-2,SF,3,1,63,36,27,16,10,3,4,1,57,75,62
27969,27969,Dubai,Hard,20040301,103819,22.5,103852,4-6 6-1 6-2,F,6,0,67,43,34,17,13,0,1,1,64,79,71
28032,28032,Halle,Grass,20040607,103819,22.8,102563,6-3 6-2,R32,10,4,56,34,28,11,9,6,7,1,61,82,61
28048,28048,Halle,Grass,20040607,103819,22.8,104022,6-2 6-1,R16,3,0,42,26,19,10,8,0,1,1,62,73,62
28056,28056,Halle,Grass,20040607,103819,22.8,103096,6-3 7-5,QF,5,4,56,39,34,10,11,0,0,1,70,87,77
28060,28060,Halle,Grass,20040607,103819,22.8,102562,6-3 6-4,SF,4,2,50,31,25,15,10,0,0,1,62,81,88
28062,28062,Halle,Grass,20040607,103819,22.8,103888,6-0 6-3,F,3,0,42,31,25,8,8,0,0,1,74,81,73
28125,28125,Roland Garros,Clay,20040524,103819,22.7,104019,6-1 6-2 6-1,R128,4,1,54,33,29,15,11,0,0,1,61,88,75
28189,28189,Roland Garros,Clay,20040524,103819,22.7,103017,6-3 6-4 7-6(6),R64,5,12,126,67,53,23,15,12,15,1,53,79,49
28283,28283,Wimbledon,Grass,20040621,103819,22.8,104372,6-3 6-3 6-0,R128,6,4,64,43,37,14,12,2,2,1,67,86,82
28347,28347,Wimbledon,Grass,20040621,103819,22.8,104268,6-1 6-2 6-0,R64,6,1,57,43,36,9,11,0,0,1,75,84,69
28379,28379,Wimbledon,Grass,20040621,103819,22.8,102563,6-3 6-4 6-3,R32,11,2,80,53,42,18,14,2,2,1,66,79,72
28395,28395,Wimbledon,Grass,20040621,103819,22.8,103333,6-3 7-6(3) 7-6(5),R16,6,1,96,72,59,20,17,2,2,1,75,82,87
28403,28403,Wimbledon,Grass,20040621,103819,22.8,103720,6-1 6-7(1) 6-0 6-4,QF,19,0,125,72,51,30,18,10,11,1,58,71,57
28407,28407,Wimbledon,Grass,20040621,103819,22.8,103206,6-2 6-3 7-6(6),SF,6,3,91,54,41,20,14,1,2,1,59,76,59
28409,28409,Wimbledon,Grass,20040621,103819,22.8,104053,4-6 7-5 7-6(3) 6-4,F,12,3,154,95,64,34,22,10,14,1,62,67,61
28410,28410,US Open,Hard,20040830,103819,23,102610,7-5 6-2 6-4,R128,11,5,73,49,39,11,15,0,3,1,67,80,58
28474,28474,US Open,Hard,20040830,103819,23,104571,6-2 6-7(4) 6-3 6-1,R64,8,5,104,61,50,25,18,2,4,1,59,82,66
28506,28506,US Open,Hard,20040830,103819,23,102148,6-0 6-4 7-6(7),R32,10,2,96,59,46,21,14,1,1,1,61,78,60
28529,28529,US Open,Hard,20040830,103819,23,101736,6-3 2-6 7-5 3-6 6-3,QF,16,9,158,101,75,27,24,6,9,1,64,74,56
28533,28533,US Open,Hard,20040830,103819,23,102450,6-3 6-4 6-4,SF,7,2,84,53,40,20,15,2,4,1,63,75,69
28535,28535,US Open,Hard,20040830,103819,23,103720,6-0 7-6(3) 6-0,F,11,1,89,49,38,22,12,5,6,1,55,78,56
28660,28660,Australian Open,Hard,20040119,103819,22.4,104166,6-3 6-4 6-0,R128,13,3,68,41,33,20,13,0,0,1,60,80,83
28692,28692,Australian Open,Hard,20040119,103819,22.4,103319,6-2 6-3 6-4,R64,5,2,84,52,40,21,14,4,4,1,62,77,70
28708,28708,Australian Open,Hard,20040119,103819,22.4,104379,6-3 6-0 6-1,R32,5,3,57,31,23,17,11,0,1,1,54,74,74
28716,28716,Australian Open,Hard,20040119,103819,22.4,103720,4-6 6-3 6-0 6-4,R16,14,4,117,69,51,27,18,6,7,1,59,74,61
28720,28720,Australian Open,Hard,20040119,103819,22.4,103900,7-5 6-4 5-7 6-3,QF,20,3,127,76,63,22,22,8,11,1,60,83,46
28722,28722,Australian Open,Hard,20040119,103819,22.4,103507,6-4 6-1 6-4,SF,11,1,83,60,50,10,14,4,4,1,72,83,45
28723,28723,Australian Open,Hard,20040119,103819,22.4,103498,7-6(3) 6-4 6-2,F,8,2,90,48,36,25,15,1,3,1,53,75,62
28724,28724,Masters Cup,Hard,20041115,103819,23.2,103292,6-1 7-6(4),RR,8,0,57,34,30,16,10,0,0,1,60,88,70
28725,28725,Masters Cup,Hard,20041115,103819,23.2,103720,6-3 6-4,RR,6,0,63,39,28,17,10,3,3,1,62,72,71
28726,28726,Masters Cup,Hard,20041115,103819,23.2,102845,6-3 3-6 6-3,RR,9,2,91,64,48,13,14,8,9,1,70,75,52
28727,28727,Masters Cup,Hard,20041115,103819,23.2,103498,6-3 7-6(18),SF,8,0,81,50,39,19,11,2,3,1,62,78,61
28728,28728,Masters Cup,Hard,20041115,103819,23.2,103720,6-3 6-2,F,9,0,47,30,26,10,9,0,0,1,64,87,59
29017,29017,Bangkok,Hard,20050926,103819,24.1,103228,7-6(4) 6-4,R32,5,1,64,41,34,15,11,1,2,1,64,83,68
29033,29033,Bangkok,Hard,20050926,103819,24.1,103823,6-3 6-2,R16,3,1,66,38,31,14,9,7,7,1,58,82,52
29041,29041,Bangkok,Hard,20050926,103819,24.1,104180,6-4 6-3,QF,6,0,50,28,24,13,9,0,0,1,56,86,59
29044,29044,Bangkok,Hard,20050926,103819,24.1,103813,6-3 6-4,SF,4,2,56,44,33,7,10,2,3,1,79,75,70
29046,29046,Bangkok,Hard,20050926,103819,24.1,104918,6-3 7-5,F,2,2,67,36,26,21,11,2,3,1,54,72,72
29863,29863,Miami Masters,Hard,20050321,103819,23.6,103694,6-3 6-1,R64,12,1,39,24,21,11,8,0,0,1,62,88,79
29894,29894,Miami Masters,Hard,20050321,103819,23.6,103151,6-2 5-7 6-3,R32,11,2,92,52,36,24,15,3,5,1,57,69,63
29909,29909,Miami Masters,Hard,20050321,103819,23.6,104339,6-3 4-6 6-4,R16,5,2,76,50,39,14,15,2,5,1,66,78,58
29917,29917,Miami Masters,Hard,20050321,103819,23.6,102450,6-4 6-2,QF,2,0,49,32,24,13,9,1,1,1,65,75,76
29921,29921,Miami Masters,Hard,20050321,103819,23.6,101736,6-4 6-3,SF,8,2,66,41,30,17,10,5,5,1,62,73,74
29923,29923,Miami Masters,Hard,20050321,103819,23.6,104745,2-6 6-7(4) 7-6(5) 6-3 6-1,F,9,9,151,90,67,30,24,4,9,1,60,74,58
29956,29956,Indian Wells Masters,Hard,20050307,103819,23.5,103888,6-3 6-3,R64,1,0,50,31,20,15,9,1,2,1,62,65,79
