level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
33316,33316,Queen's Club,Grass,20110606,104918,24,104386,6-4 7-6(3),R16,11,1,65,45,33,12,11,1,3,1,69,73,63
33321,33321,Queen's Club,Grass,20110606,104918,24,104053,6-3 6-1,SF,13,0,41,22,18,14,8,0,0,1,54,82,74
33322,33322,Queen's Club,Grass,20110606,104918,24,104542,3-6 7-6(2) 6-4,F,11,3,85,54,45,17,15,2,3,1,64,83,61
33401,33401,Wimbledon,Grass,20110620,104918,24,104593,4-6 6-3 6-0 6-0,R128,13,1,84,59,53,12,16,2,3,1,70,90,50
33457,33457,Wimbledon,Grass,20110620,104918,24,104735,6-3 6-3 7-5,R64,6,3,84,45,38,24,15,1,1,1,54,84,67
33485,33485,Wimbledon,Grass,20110620,104918,24,103344,6-4 4-6 6-1 7-6(4),R32,15,7,120,73,57,21,20,3,6,1,61,78,52
33499,33499,Wimbledon,Grass,20110620,104918,24,104755,7-6(3) 6-3 6-2,R16,14,2,93,56,45,22,15,2,2,1,60,80,63
33506,33506,Wimbledon,Grass,20110620,104918,24,103852,6-3 6-4 6-4,QF,13,3,84,47,40,24,15,2,2,1,56,85,71
33918,33918,Cincinnati Masters,Hard,20110814,104918,24.2,103900,6-4 6-1,R32,5,2,47,24,17,11,9,1,4,1,51,71,52
33928,33928,Cincinnati Masters,Hard,20110814,104918,24.2,104166,6-2 7-5,R16,11,6,59,33,26,11,10,3,5,1,56,79,55
33933,33933,Cincinnati Masters,Hard,20110814,104918,24.2,104468,6-3 6-3,QF,8,2,64,41,31,10,9,3,4,1,64,76,48
33936,33936,Cincinnati Masters,Hard,20110814,104918,24.2,103888,6-3 7-6(8),SF,5,4,78,40,30,18,11,6,9,1,51,75,53
33937,33937,Cincinnati Masters,Hard,20110814,104918,24.2,104925,6-4 3-0 RET,F,1,0,34,19,16,8,6,1,2,1,56,84,53
34032,34032,US Open,Hard,20110829,104918,24.2,104500,7-6(5) 6-2 6-3,R128,8,3,89,54,42,17,14,5,8,1,61,78,53
34072,34072,US Open,Hard,20110829,104918,24.2,104898,6-7(5) 2-6 6-2 6-0 6-4,R64,21,8,145,80,62,26,22,14,20,1,55,78,46
34092,34092,US Open,Hard,20110829,104918,24.2,103852,6-1 6-4 6-2,R32,3,0,74,55,41,15,13,2,2,1,74,75,79
34102,34102,US Open,Hard,20110829,104918,24.2,105385,6-2 6-3 6-3,R16,5,3,74,35,24,22,13,2,5,1,47,69,61
34107,34107,US Open,Hard,20110829,104918,24.2,104545,7-5 6-4 3-6 7-6(2),QF,14,2,128,87,68,26,21,5,6,1,68,78,67
